# x-coord    y-coord   Kmeans_labels  Kplus_labels 
    5.80      5.80           3           3
    6.40      6.40           3           3
    6.55      6.55           3           3
    7.45      7.45           3           3
    7.40      7.40           3           3
    7.75      7.75           3           3
    7.65      7.65           3           3
    6.95      6.95           3           3
    6.60      6.60           3           3
    6.05      6.05           3           3
    5.40      5.40           3           3
    5.35      5.35           3           3
    5.80      5.80           3           3
    6.30      6.30           3           3
    7.00      7.00           3           3
    7.15      7.15           3           3
    7.35      7.35           3           3
    8.20      8.20           3           3
    8.30      8.30           3           3
    8.30      8.30           3           3
    8.75      8.75           3           3
    9.05      9.05           3           3
    9.35      9.35           3           3
    8.90      8.90           3           3
    8.45      8.45           3           3
   10.05     10.05           3           3
   10.40     10.40           3           3
    8.60      8.60           3           3
    8.65      8.65           3           3
    8.65      8.65           3           3
    8.65      8.65           3           3
    8.95      8.95           3           3
    9.95      9.95           3           3
    8.95      8.95           3           3
    9.65      9.65           3           3
   10.55     10.55           3           3
   10.90     10.90           3           3
   11.35     11.35           3           3
   12.05     12.05           3           3
   12.30     12.30           3           3
   11.70     11.70           3           3
   11.15     11.15           3           3
   10.85     10.85           3           3
   10.85     10.85           3           3
    9.60      9.60           3           3
    9.85      9.85           3           3
    9.35      9.35           3           3
    9.25      9.25           3           3
    9.95      9.95           3           3
   10.70     10.70           3           3
   11.30     11.30           3           3
   12.35     12.35           3           3
   13.10     13.10           3           3
   12.85     12.85           3           3
   12.00     12.00           3           3
   11.00     11.00           3           3
   10.35     10.35           3           3
    9.90      9.90           3           3
   10.60     10.60           3           3
   11.40     11.40           3           3
   11.40     11.40           3           3
   12.35     12.35           3           3
   12.80     12.80           3           3
   12.15     12.15           3           3
   11.05     11.05           3           3
   11.95     11.95           3           3
   12.25     12.25           3           3
   13.05     13.05           3           3
   13.75     13.75           3           3
   13.50     13.50           3           3
   13.65     13.65           3           3
   14.00     14.00           3           3
   15.20     15.20           3           3
   15.50     15.50           1           1
   13.90     13.90           3           3
   13.75     13.75           3           3
   12.15     12.15           3           3
    7.80      7.80           5           5
    8.85      8.85           5           5
    9.00      9.00           5           5
    9.70      9.70           5           5
    8.05      8.05           5           5
    7.70      7.70           5           5
    6.80      6.80           5           5
    6.60      6.60           5           5
    6.20      6.20           5           5
    5.40      5.40           5           5
    5.70      5.70           5           5
    5.20      5.20           5           5
    5.15      5.15           5           5
    5.85      5.85           5           5
    6.10      6.10           5           5
    7.00      7.00           5           5
    7.05      7.05           5           5
    7.90      7.90           5           5
    8.55      8.55           5           5
    7.85      7.85           5           5
    7.10      7.10           5           5
    6.90      6.90           5           5
    6.85      6.85           5           5
    6.40      6.40           5           5
    5.90      5.90           5           5
    6.40      6.40           5           5
    7.05      7.05           5           5
    7.35      7.35           5           5
    7.65      7.65           5           5
    8.10      8.10           5           5
    8.80      8.80           5           5
    8.30      8.30           5           5
    9.00      9.00           5           5
    9.35      9.35           5           5
   10.15     10.15           5           5
   10.40     10.40           5           5
   10.90     10.90           5           5
   11.55     11.55           2           2
   11.75     11.75           2           2
   10.10     10.10           5           5
   11.05     11.05           5           5
   11.85     11.85           2           2
   12.85     12.85           2           2
   12.90     12.90           2           2
   13.60     13.60           2           2
   14.05     14.05           2           2
   14.50     14.50           2           2
   14.30     14.30           2           2
   17.00     17.00           2           2
   15.80     15.80           2           2
   15.85     15.85           2           2
   16.70     16.70           2           2
   16.25     16.25           2           2
   15.55     15.55           2           2
   14.80     14.80           2           2
   14.45     14.45           2           2
   13.75     13.75           2           2
   12.80     12.80           2           2
   13.15     13.15           2           2
   12.45     12.45           2           2
   11.80     11.80           2           2
   11.10     11.10           5           5
   10.35     10.35           5           5
   10.10     10.10           5           5
   11.30     11.30           2           2
   12.35     12.35           2           2
   13.10     13.10           2           2
   13.20     13.20           2           2
   14.10     14.10           2           2
   11.50     11.50           2           2
   11.35     11.35           2           2
   11.95     11.95           2           2
   12.40     12.40           2           2
   12.25     12.25           2           2
   12.95     12.95           2           2
   13.45     13.45           2           2
   13.35     13.35           2           2
   13.75     13.75           2           2
   14.30     14.30           2           2
   14.85     14.85           2           2
   15.10     15.10           2           2
   15.45     15.45           2           2
   16.35     16.35           2           2
   16.75     16.75           2           2
   16.25     16.25           2           2
   15.40     15.40           2           2
   15.45     15.45           2           2
   15.15     15.15           2           2
   15.25     15.25           2           2
   15.55     15.55           2           2
   14.25     14.25           2           2
   14.25     14.25           2           2
   15.05     15.05           2           2
   14.30     14.30           2           2
   13.55     13.55           2           2
   14.30     14.30           2           2
   13.95     13.95           2           2
   13.05     13.05           2           2
   13.05     13.05           2           2
   11.55     11.55           2           2
   10.80     10.80           5           5
   10.60     10.60           5           5
   11.35     11.35           2           2
   12.15     12.15           2           2
   12.40     12.40           2           2
   12.80     12.80           2           2
   13.65     13.65           2           2
   13.90     13.90           2           2
   13.10     13.10           2           2
   12.55     12.55           2           2
   11.50     11.50           2           2
   11.35     11.35           2           2
   12.40     12.40           2           2
   11.75     11.75           2           2
   12.65     12.65           2           2
   13.40     13.40           2           2
   13.90     13.90           2           2
   12.75     12.75           2           2
   13.55     13.55           2           2
   13.70     13.70           2           2
   14.10     14.10           2           2
   14.65     14.65           2           2
   14.35     14.35           2           2
   14.50     14.50           2           2
   15.15     15.15           2           2
   13.60     13.60           2           2
   14.45     14.45           2           2
   14.60     14.60           2           2
   15.00     15.00           2           2
   15.25     15.25           2           2
   14.70     14.70           2           2
   14.70     14.70           2           2
   15.25     15.25           2           2
   15.65     15.65           2           2
   15.95     15.95           2           2
   16.10     16.10           2           2
   15.90     15.90           2           2
   15.60     15.60           2           2
   15.55     15.55           2           2
   15.35     15.35           2           2
   15.15     15.15           2           2
   15.50     15.50           2           2
   15.70     15.70           2           2
   16.20     16.20           2           2
   16.35     16.35           2           2
   16.20     16.20           2           2
   16.55     16.55           2           2
   16.95     16.95           2           2
   17.05     17.05           2           2
   17.30     17.30           2           2
   17.30     17.30           2           2
   17.60     17.60           2           2
   17.05     17.05           2           2
   17.25     17.25           2           2
   16.65     16.65           2           2
   16.55     16.55           2           2
   17.20     17.20           2           2
   18.15     18.15           7           7
   18.05     18.05           7           7
   18.15     18.15           7           7
   18.60     18.60           7           7
   18.40     18.40           7           7
   18.85     18.85           7           7
   19.10     19.10           7           7
   19.45     19.45           7           7
   19.00     19.00           7           7
   19.90     19.90           7           7
   20.45     20.45           7           7
   19.80     19.80           7           7
   19.45     19.45           7           7
   18.65     18.65           7           7
   18.40     18.40           7           7
   18.65     18.65           7           7
   18.75     18.75           7           7
   19.10     19.10           7           7
   17.90     17.90           7           7
   17.65     17.65           2           2
   17.05     17.05           2           2
   17.40     17.40           2           2
   16.60     16.60           2           2
   15.70     15.70           2           2
   15.75     15.75           2           2
   16.60     16.60           2           2
   20.40     20.40           7           7
   20.70     20.70           7           7
   21.15     21.15           7           7
   21.75     21.75           7           7
   22.00     22.00           7           7
   22.20     22.20           7           7
   21.45     21.45           7           7
   21.10     21.10           7           7
   20.15     20.15           7           7
   20.80     20.80           7           7
   20.70     20.70           7           7
   19.75     19.75           7           7
   19.85     19.85           7           7
   20.40     20.40           7           7
   20.55     20.55           7           7
   18.70     18.70           7           7
   19.25     19.25           7           7
   18.40     18.40           7           7
   18.45     18.45           7           7
   17.65     17.65           2           2
   16.70     16.70           2           2
   18.65     18.65           7           7
   18.05     18.05           7           7
   17.85     17.85           2           2
   17.50     17.50           2           2
   17.15     17.15           2           2
   17.05     17.05           2           2
   16.40     16.40           2           2
   16.05     16.05           2           2
   16.05     16.05           2           2
   16.50     16.50           2           2
   17.25     17.25           2           2
   17.60     17.60           2           2
   17.80     17.80           2           2
   18.00     18.00           2           2
   18.80     18.80           7           7
   18.80     18.80           7           7
   19.40     19.40           7           7
   19.25     19.25           7           7
   20.05     20.05           7           7
   19.80     19.80           7           7
   20.05     20.05           7           7
   21.15     21.15           7           7
   21.65     21.65           7           7
   22.15     22.15           7           7
   23.05     23.05           7           7
   23.05     23.05           7           7
   23.15     23.15           7           7
   22.50     22.50           7           7
   22.15     22.15           7           7
   24.15     24.15           7           7
   23.50     23.50           7           7
   23.10     23.10           7           7
   23.00     23.00           7           7
   22.20     22.20           7           7
   21.85     21.85           7           7
   20.75     20.75           7           7
   21.00     21.00           7           7
   20.75     20.75           7           7
   20.00     20.00           7           7
   19.50     19.50           7           7
   18.85     18.85           7           7
   18.75     18.75           7           7
   18.60     18.60           7           7
   16.95     16.95           2           2
   17.35     17.35           2           2
   18.00     18.00           2           2
   18.50     18.50           7           7
   18.10     18.10           2           2
   17.55     17.55           2           2
   17.95     17.95           2           2
   18.30     18.30           2           2
   18.00     18.00           2           2
   19.00     19.00           7           7
   19.50     19.50           7           7
   19.45     19.45           7           7
   19.40     19.40           7           7
   20.10     20.10           7           7
   20.05     20.05           7           7
   20.05     20.05           7           7
   19.35     19.35           7           7
   19.20     19.20           7           7
   20.05     20.05           7           7
   20.60     20.60           7           7
   20.70     20.70           7           7
   21.30     21.30           7           7
   21.80     21.80           7           7
   21.85     21.85           7           7
   21.65     21.65           7           7
   20.95     20.95           7           7
   20.90     20.90           7           7
   21.65     21.65           7           7
   21.20     21.20           7           7
   20.75     20.75           7           7
   20.55     20.55           7           7
   21.10     21.10           7           7
   21.65     21.65           7           7
   21.75     21.75           7           7
   21.95     21.95           7           7
   22.00     22.00           7           7
   22.80     22.80           7           7
   22.65     22.65           7           7
   22.75     22.75           7           7
   23.00     23.00           7           7
   22.55     22.55           7           7
   22.20     22.20           7           7
   22.90     22.90           7           7
   22.35     22.35           7           7
   22.75     22.75           7           7
   22.40     22.40           7           7
   23.05     23.05           7           7
   23.30     23.30           7           7
   23.95     23.95           7           7
   23.65     23.65           7           7
   23.70     23.70           7           7
   24.25     24.25           7           7
   24.85     24.85           7           7
   23.50     23.50           7           7
   23.85     23.85           7           7
   23.95     23.95           7           7
   23.65     23.65           7           7
   23.60     23.60           7           7
   24.30     24.30           7           7
   24.80     24.80           7           7
   34.05     34.05           4           4
   33.05     33.05           4           4
   32.00     32.00           4           4
   31.90     31.90           4           4
   31.05     31.05           4           4
   30.40     30.40           4           4
   30.75     30.75           4           4
   30.00     30.00           4           4
   30.10     30.10           4           4
   29.50     29.50           4           4
   30.75     30.75           4           4
   30.85     30.85           4           4
   31.50     31.50           4           4
   31.75     31.75           4           4
   32.35     32.35           4           4
   32.80     32.80           4           4
   32.05     32.05           4           4
   32.80     32.80           4           4
   32.65     32.65           4           4
   33.65     33.65           4           4
   33.05     33.05           4           4
   33.60     33.60           4           4
   34.50     34.50           4           4
   34.90     34.90           4           4
   35.45     35.45           4           4
   34.60     34.60           4           4
   34.20     34.20           4           4
   36.30     36.30           4           4
   35.55     35.55           4           4
   35.95     35.95           4           4
   34.80     34.80           4           4
   33.70     33.70           4           4
   33.95     33.95           4           4
   33.70     33.70           4           4
   32.75     32.75           4           4
   32.30     32.30           4           4
   33.00     33.00           4           4
   31.95     31.95           4           4
   31.15     31.15           4           4
   30.35     30.35           4           4
   29.85     29.85           4           4
   30.70     30.70           4           4
   29.70     29.70           4           4
   30.45     30.45           4           4
   30.95     30.95           4           4
   31.80     31.80           4           4
   32.45     32.45           4           4
   33.55     33.55           4           4
   34.35     34.35           4           4
   34.70     34.70           4           4
   34.60     34.60           4           4
   35.00     35.00           4           4
   35.50     35.50           4           4
   36.10     36.10           4           4
   36.55     36.55           4           4
   36.00     36.00           4           4
   35.35     35.35           4           4
   36.55     36.55           4           4
   36.40     36.40           4           4
   35.50     35.50           4           4
   34.55     34.55           4           4
   35.25     35.25           4           4
   34.40     34.40           4           4
   33.50     33.50           4           4
   33.85     33.85           4           4
   32.50     32.50           4           4
   32.30     32.30           4           4
   33.30     33.30           4           4
   31.60     31.60           4           4
   30.60     30.60           4           4
   30.40     30.40           4           4
   30.90     30.90           4           4
   30.70     30.70           4           4
   30.40     30.40           4           4
   31.20     31.20           4           4
   31.95     31.95           4           4
   31.65     31.65           4           4
   32.95     32.95           4           4
   32.65     32.65           4           4
   32.25     32.25           4           4
   32.05     32.05           4           4
   31.30     31.30           4           4
   31.95     31.95           4           4
   32.75     32.75           4           4
   33.15     33.15           4           4
   33.10     33.10           4           4
   33.15     33.15           4           4
   34.30     34.30           4           4
   34.00     34.00           4           4
   34.65     34.65           4           4
   34.80     34.80           4           4
   35.65     35.65           4           4
   36.35     36.35           4           4
   35.55     35.55           4           4
   35.80     35.80           4           4
   35.20     35.20           4           4
   34.70     34.70           4           4
   34.95     34.95           4           4
   34.05     34.05           4           4
   34.05     34.05           4           4
   33.25     33.25           4           4
   33.20     33.20           4           4
   33.25     33.25           4           4
   33.00     33.00           4           4
   32.95     32.95           6           6
   32.60     32.60           6           6
   32.45     32.45           6           6
   32.65     32.65           6           6
   32.75     32.75           6           6
   31.75     31.75           6           6
   31.70     31.70           6           6
   31.00     31.00           6           6
   31.15     31.15           6           6
   30.45     30.45           6           6
   30.05     30.05           6           6
   30.55     30.55           6           6
   30.50     30.50           6           6
   30.25     30.25           6           6
   29.60     29.60           6           6
   29.15     29.15           6           6
   30.25     30.25           6           6
   30.70     30.70           6           6
   31.00     31.00           6           6
   31.55     31.55           6           6
   31.50     31.50           6           6
   32.05     32.05           6           6
   31.95     31.95           6           6
   32.60     32.60           6           6
   32.85     32.85           6           6
   33.45     33.45           6           6
   33.70     33.70           6           6
   34.25     34.25           6           6
   34.30     34.30           6           6
   33.85     33.85           6           6
   33.05     33.05           6           6
   33.25     33.25           6           6
   32.80     32.80           6           6
   32.30     32.30           6           6
   32.80     32.80           6           6
   31.75     31.75           6           6
   31.75     31.75           6           6
   32.10     32.10           6           6
   31.55     31.55           6           6
   30.65     30.65           6           6
   29.95     29.95           6           6
   29.50     29.50           6           6
   30.35     30.35           6           6
   31.05     31.05           6           6
   31.55     31.55           6           6
   30.95     30.95           6           6
   30.30     30.30           6           6
   29.60     29.60           6           6
   29.35     29.35           6           6
   29.20     29.20           6           6
   30.75     30.75           6           6
   30.95     30.95           6           6
   31.45     31.45           6           6
   31.95     31.95           6           6
   32.55     32.55           6           6
   32.60     32.60           6           6
   33.25     33.25           6           6
   33.65     33.65           6           6
   33.50     33.50           6           6
   33.10     33.10           6           6
   33.80     33.80           6           6
   33.85     33.85           6           6
   34.15     34.15           6           6
   34.85     34.85           6           6
   35.30     35.30           6           6
   35.40     35.40           6           6
   34.55     34.55           6           6
   35.05     35.05           6           6
   35.95     35.95           6           6
   36.35     36.35           6           6
   35.50     35.50           6           6
   34.45     34.45           6           6
   34.40     34.40           6           6
   35.00     35.00           6           6
   35.75     35.75           6           6
   35.05     35.05           6           6
   34.60     34.60           6           6
   34.20     34.20           6           6
   36.25     36.25           6           6
   35.70     35.70           6           6
   35.50     35.50           6           6
   35.85     35.85           6           6
   36.30     36.30           6           6
   35.45     35.45           6           6
   34.90     34.90           6           6
   34.20     34.20           6           6
   33.85     33.85           6           6
   33.25     33.25           6           6
   32.45     32.45           6           6
   33.60     33.60           6           6
   34.25     34.25           6           6
   34.25     34.25           6           6
   35.40     35.40           6           6
   35.15     35.15           6           6
   34.40     34.40           6           6
   33.70     33.70           6           6
   32.25     32.25           6           6
   32.50     32.50           6           6
   31.45     31.45           6           6
   31.55     31.55           6           6
   31.05     31.05           6           6
   30.25     30.25           6           6
   29.80     29.80           6           6
   29.60     29.60           6           6
   29.70     29.70           6           6
   30.50     30.50           6           6
   30.65     30.65           6           6
   31.25     31.25           6           6
   31.45     31.45           6           6
   30.75     30.75           6           6
   30.65     30.65           6           6
   31.25     31.25           6           6
   31.85     31.85           6           6
   32.70     32.70           6           6
   33.25     33.25           6           6
   32.40     32.40           6           6
   32.15     32.15           6           6
   32.35     32.35           6           6
   32.95     32.95           6           6
   33.85     33.85           6           6
   33.05     33.05           6           6
   33.65     33.65           6           6
   34.10     34.10           6           6
   34.20     34.20           6           6
   34.65     34.65           6           6
   35.25     35.25           6           6
   35.70     35.70           6           6
   34.40     34.40           6           6
   21.30     21.30           1           1
   20.15     20.15           1           1
   19.20     19.20           1           1
   19.10     19.10           1           1
   18.45     18.45           1           1
   18.75     18.75           1           1
   19.40     19.40           1           1
   19.55     19.55           1           1
   19.80     19.80           1           1
   20.50     20.50           1           1
   21.45     21.45           1           1
   21.70     21.70           1           1
   21.40     21.40           1           1
   21.00     21.00           1           1
   21.15     21.15           1           1
   20.50     20.50           1           1
   19.75     19.75           1           1
   19.20     19.20           1           1
   18.45     18.45           1           1
   20.65     20.65           1           1
   20.65     20.65           1           1
   19.70     19.70           1           1
   20.15     20.15           1           1
   22.15     22.15           1           1
   21.60     21.60           1           1
   21.70     21.70           1           1
   21.90     21.90           1           1
   22.55     22.55           1           1
   22.55     22.55           1           1
   23.30     23.30           1           1
   24.25     24.25           1           1
   23.80     23.80           1           1
   23.40     23.40           1           1
   22.90     22.90           1           1
   22.30     22.30           1           1
   22.20     22.20           1           1
   23.10     23.10           1           1
   22.85     22.85           1           1
   22.65     22.65           1           1
   23.15     23.15           1           1
   24.10     24.10           1           1
   24.70     24.70           1           1
   24.30     24.30           1           1
   24.15     24.15           1           1
   23.90     23.90           1           1
    5.20      5.20           5           5
    6.35      6.35           5           5
    6.75      6.75           5           5
    5.90      5.90           5           5
    5.40      5.40           5           5
    4.85      4.85           5           5
    4.85      4.85           5           5
    5.15      5.15           5           5
    5.70      5.70           5           5
    6.20      6.20           5           5
    6.20      6.20           5           5
    7.65      7.65           5           5
    7.20      7.20           5           5
    6.75      6.75           5           5
    6.75      6.75           5           5
    6.65      6.65           5           5
    5.80      5.80           5           5
    4.95      4.95           5           5
    5.10      5.10           5           5
    5.70      5.70           5           5
    5.45      5.45           5           5
    6.70      6.70           5           5
    6.55      6.55           5           5
    7.20      7.20           5           5
    6.20      6.20           5           5
    7.10      7.10           5           5
    7.85      7.85           5           5
    7.60      7.60           5           5
    7.25      7.25           5           5
    7.80      7.80           5           5
    8.05      8.05           5           5
    8.50      8.50           5           5
    8.10      8.10           5           5
    8.15      8.15           5           5
