# x-coord    y-coord   Kmeans_labels  Kplus_labels 
    8.10      8.10           6           6
    8.80      8.80           6           6
    8.30      8.30           6           6
    9.00      9.00           6           6
    9.35      9.35           6           6
   10.15     10.15           6           6
   10.40     10.40           6           6
   10.90     10.90           6           6
   11.55     11.55           6           6
   11.75     11.75           6           6
   10.10     10.10           6           6
   11.05     11.05           6           6
   11.85     11.85           6           6
   12.85     12.85           6           6
   12.90     12.90           6           6
   13.60     13.60           6           6
   14.05     14.05           6           6
   14.50     14.50           6           6
   14.30     14.30           6           6
   17.00     17.00           3           3
   15.80     15.80           3           3
   15.85     15.85           3           3
   16.70     16.70           3           3
   16.25     16.25           3           3
   15.55     15.55           3           3
   14.80     14.80           3           3
   14.45     14.45           6           6
   13.75     13.75           6           6
   12.80     12.80           6           6
   13.15     13.15           6           6
   12.45     12.45           6           6
   11.80     11.80           6           6
   11.10     11.10           6           6
   10.35     10.35           6           6
   10.10     10.10           6           6
   11.30     11.30           6           6
   12.35     12.35           6           6
   13.10     13.10           6           6
   13.20     13.20           6           6
   14.10     14.10           6           6
   11.50     11.50           6           6
   11.35     11.35           6           6
   11.95     11.95           6           6
   12.40     12.40           6           6
   12.25     12.25           6           6
   12.95     12.95           6           6
   13.45     13.45           6           6
   13.35     13.35           6           6
   13.75     13.75           6           6
   14.30     14.30           6           6
   14.85     14.85           3           3
   15.10     15.10           3           3
   15.45     15.45           3           3
   16.35     16.35           3           3
   16.75     16.75           3           3
   16.25     16.25           3           3
   15.40     15.40           3           3
   15.45     15.45           3           3
   15.15     15.15           3           3
   15.25     15.25           3           3
   15.55     15.55           3           3
   14.25     14.25           6           6
   14.25     14.25           6           6
   15.05     15.05           3           3
   14.30     14.30           6           6
   13.55     13.55           6           6
   14.30     14.30           6           6
   13.95     13.95           6           6
   13.05     13.05           6           6
   13.05     13.05           6           6
   11.55     11.55           6           6
   10.80     10.80           6           6
   10.60     10.60           6           6
   11.35     11.35           6           6
   12.15     12.15           6           6
   12.40     12.40           6           6
   12.80     12.80           6           6
   13.65     13.65           6           6
   13.90     13.90           6           6
   13.10     13.10           6           6
   12.55     12.55           6           6
   11.50     11.50           6           6
   11.35     11.35           6           6
   12.40     12.40           6           6
   11.75     11.75           6           6
   12.65     12.65           6           6
   13.40     13.40           6           6
   13.90     13.90           6           6
   12.75     12.75           6           6
   13.55     13.55           6           6
   13.70     13.70           6           6
   14.10     14.10           6           6
   14.65     14.65           3           3
   14.35     14.35           3           3
   14.50     14.50           3           3
   15.15     15.15           3           3
   13.60     13.60           6           6
   14.45     14.45           3           3
   14.60     14.60           3           3
   15.00     15.00           3           3
   15.25     15.25           3           3
   14.70     14.70           3           3
   14.70     14.70           3           3
   15.25     15.25           3           3
   15.65     15.65           3           3
   15.95     15.95           3           3
   16.10     16.10           3           3
   15.90     15.90           3           3
   15.60     15.60           3           3
   15.55     15.55           3           3
   15.35     15.35           3           3
   15.15     15.15           3           3
   15.50     15.50           3           3
   15.70     15.70           3           3
   16.20     16.20           3           3
   16.35     16.35           3           3
   16.20     16.20           3           3
   16.55     16.55           3           3
   16.95     16.95           3           3
   17.05     17.05           3           3
   17.30     17.30           3           3
   17.30     17.30           3           3
   17.60     17.60           3           3
   17.05     17.05           3           3
   17.25     17.25           3           3
   16.65     16.65           3           3
   16.55     16.55           3           3
   17.20     17.20           3           3
   18.15     18.15           3           3
   18.05     18.05           3           3
   18.15     18.15           3           3
   18.60     18.60           3           3
   18.40     18.40           3           3
   18.85     18.85           3           3
   19.10     19.10           3           3
   19.45     19.45           3           3
   19.00     19.00           3           3
   19.90     19.90           3           3
   20.45     20.45           3           3
   19.80     19.80           3           3
   19.45     19.45           3           3
   18.65     18.65           3           3
   18.40     18.40           3           3
   18.65     18.65           3           3
   18.75     18.75           3           3
   19.10     19.10           3           3
   17.90     17.90           3           3
   17.65     17.65           3           3
   17.05     17.05           3           3
   17.40     17.40           3           3
   16.60     16.60           3           3
   15.70     15.70           3           3
   15.75     15.75           3           3
   16.60     16.60           3           3
   20.40     20.40           3           3
   20.70     20.70           3           3
   21.15     21.15           3           3
   21.75     21.75           3           3
   22.00     22.00           3           3
   22.20     22.20           3           3
   21.45     21.45           3           3
   21.10     21.10           3           3
   20.15     20.15           3           3
   20.80     20.80           3           3
   20.70     20.70           3           3
   19.75     19.75           3           3
   19.85     19.85           3           3
   20.40     20.40           3           3
   20.55     20.55           3           3
   18.70     18.70           3           3
   19.25     19.25           3           3
   18.40     18.40           3           3
   18.45     18.45           3           3
   17.65     17.65           3           3
   16.70     16.70           3           3
   18.65     18.65           3           3
   18.05     18.05           3           3
   17.85     17.85           3           3
   17.50     17.50           3           3
   17.15     17.15           3           3
   17.05     17.05           3           3
   16.40     16.40           3           3
   16.05     16.05           3           3
   16.05     16.05           3           3
   16.50     16.50           3           3
   17.25     17.25           3           3
   17.60     17.60           3           3
   17.80     17.80           3           3
   18.00     18.00           3           3
   18.80     18.80           3           3
   18.80     18.80           3           3
   19.40     19.40           3           3
   19.25     19.25           3           3
   20.05     20.05           3           3
   19.80     19.80           3           3
   20.05     20.05           3           3
   21.15     21.15           3           3
   21.65     21.65           3           3
   22.15     22.15           3           3
   23.05     23.05           3           3
   23.05     23.05           3           3
   23.15     23.15           3           3
   22.50     22.50           3           3
   22.15     22.15           3           3
   24.15     24.15           3           3
   23.50     23.50           3           3
   23.10     23.10           3           3
   23.00     23.00           3           3
   22.20     22.20           3           3
   21.85     21.85           3           3
   20.75     20.75           3           3
   21.00     21.00           3           3
   20.75     20.75           3           3
   20.00     20.00           3           3
   19.50     19.50           3           3
   18.85     18.85           3           3
   18.75     18.75           3           3
   18.60     18.60           3           3
   16.95     16.95           3           3
   17.35     17.35           3           3
   18.00     18.00           3           3
   18.50     18.50           3           3
   18.10     18.10           3           3
   17.55     17.55           3           3
   17.95     17.95           3           3
   18.30     18.30           3           3
   18.00     18.00           3           3
   19.00     19.00           3           3
   19.50     19.50           3           3
   19.45     19.45           3           3
   19.40     19.40           3           3
   20.10     20.10           3           3
   20.05     20.05           3           3
   20.05     20.05           3           3
   19.35     19.35           3           3
   19.20     19.20           3           3
   20.05     20.05           3           3
   20.60     20.60           3           3
   20.70     20.70           3           3
   21.30     21.30           3           3
   21.80     21.80           3           3
   21.85     21.85           3           3
   21.65     21.65           3           3
   20.95     20.95           3           3
   20.90     20.90           3           3
   21.65     21.65           3           3
   21.20     21.20           3           3
   20.75     20.75           3           3
   20.55     20.55           3           3
   21.10     21.10           3           3
   21.65     21.65           3           3
   21.75     21.75           3           3
   21.95     21.95           3           3
   22.00     22.00           3           3
   22.80     22.80           3           3
   22.65     22.65           3           3
   22.75     22.75           3           3
   23.00     23.00           3           3
   22.55     22.55           3           3
   22.20     22.20           3           3
   22.90     22.90           3           3
   22.35     22.35           3           3
   22.75     22.75           3           3
   22.40     22.40           3           3
   23.05     23.05           3           3
   23.30     23.30           3           3
   23.95     23.95           3           3
   23.65     23.65           3           3
   23.70     23.70           3           3
   24.25     24.25           3           3
   24.85     24.85           3           3
   23.50     23.50           3           3
   23.85     23.85           3           3
   23.95     23.95           3           3
   23.65     23.65           3           3
   23.60     23.60           3           3
   24.30     24.30           3           3
   24.80     24.80           3           3
   34.05     34.05           1           1
   33.05     33.05           1           1
   32.00     32.00           1           1
   31.90     31.90           1           1
   31.05     31.05           1           1
   30.40     30.40           1           1
   30.75     30.75           1           1
   30.00     30.00           1           1
   30.10     30.10           1           1
   29.50     29.50           1           1
   30.75     30.75           1           1
   30.85     30.85           1           1
   31.50     31.50           1           1
   31.75     31.75           1           1
   32.35     32.35           1           1
   32.80     32.80           1           1
   32.05     32.05           1           1
   32.80     32.80           1           1
   32.65     32.65           1           1
   33.65     33.65           1           1
   33.05     33.05           1           1
   33.60     33.60           1           1
   34.50     34.50           1           1
   34.90     34.90           1           1
   35.45     35.45           1           1
   34.60     34.60           1           1
   34.20     34.20           1           1
   36.30     36.30           1           1
   35.55     35.55           1           1
   35.95     35.95           1           1
   34.80     34.80           1           1
   33.70     33.70           1           1
   33.95     33.95           1           1
   33.70     33.70           1           1
   32.75     32.75           1           1
   32.30     32.30           1           1
   33.00     33.00           1           1
   31.95     31.95           1           1
   31.15     31.15           1           1
   30.35     30.35           1           1
   29.85     29.85           1           1
   30.70     30.70           1           1
   29.70     29.70           1           1
   30.45     30.45           1           1
   30.95     30.95           1           1
   31.80     31.80           1           1
   32.45     32.45           1           1
   33.55     33.55           1           1
   34.35     34.35           1           1
   34.70     34.70           1           1
   34.60     34.60           1           1
   35.00     35.00           1           1
   35.50     35.50           1           1
   36.10     36.10           1           1
   36.55     36.55           1           1
   36.00     36.00           1           1
   35.35     35.35           1           1
   36.55     36.55           1           1
   36.40     36.40           1           1
   35.50     35.50           1           1
   34.55     34.55           1           1
   35.25     35.25           1           1
   34.40     34.40           1           1
   33.50     33.50           1           1
   33.85     33.85           1           1
   32.50     32.50           1           1
   32.30     32.30           1           1
   33.30     33.30           1           1
   31.60     31.60           1           1
   30.60     30.60           1           1
   30.40     30.40           1           1
   30.90     30.90           1           1
   30.70     30.70           1           1
   30.40     30.40           1           1
   31.20     31.20           1           1
   31.95     31.95           1           1
   31.65     31.65           1           1
   32.95     32.95           1           1
   32.65     32.65           1           1
   32.25     32.25           1           1
   32.05     32.05           1           1
   31.30     31.30           1           1
   31.95     31.95           1           1
   32.75     32.75           1           1
   33.15     33.15           1           1
   33.10     33.10           1           1
   33.15     33.15           1           1
   34.30     34.30           1           1
   34.00     34.00           1           1
   34.65     34.65           1           1
   34.80     34.80           1           1
   35.65     35.65           1           1
   36.35     36.35           1           1
   35.55     35.55           1           1
   35.80     35.80           1           1
   35.20     35.20           1           1
   34.70     34.70           1           1
   34.95     34.95           1           1
   34.05     34.05           1           1
   34.05     34.05           1           1
   33.25     33.25           1           1
   33.20     33.20           1           1
   33.25     33.25           1           1
   33.00     33.00           1           1
   32.95     32.95           2           2
   32.60     32.60           2           2
   32.45     32.45           2           2
   32.65     32.65           2           2
   32.75     32.75           2           2
   31.75     31.75           2           2
   31.70     31.70           2           2
   31.00     31.00           2           2
   31.15     31.15           2           2
   30.45     30.45           2           2
   30.05     30.05           2           2
   30.55     30.55           2           2
   30.50     30.50           2           2
   30.25     30.25           2           2
   29.60     29.60           2           2
   29.15     29.15           2           2
   30.25     30.25           2           2
   30.70     30.70           2           2
   31.00     31.00           2           2
   31.55     31.55           2           2
   31.50     31.50           2           2
   32.05     32.05           2           2
   31.95     31.95           2           2
   32.60     32.60           2           2
   32.85     32.85           2           2
   33.45     33.45           2           2
   33.70     33.70           2           2
   34.25     34.25           2           2
   34.30     34.30           2           2
   33.85     33.85           2           2
   33.05     33.05           2           2
   33.25     33.25           2           2
   32.80     32.80           2           2
   32.30     32.30           2           2
   32.80     32.80           2           2
   31.75     31.75           2           2
   31.75     31.75           2           2
   32.10     32.10           2           2
   31.55     31.55           2           2
   30.65     30.65           2           2
   29.95     29.95           2           2
   29.50     29.50           2           2
   30.35     30.35           2           2
   31.05     31.05           2           2
   31.55     31.55           2           2
   30.95     30.95           2           2
   30.30     30.30           2           2
   29.60     29.60           2           2
   29.35     29.35           2           2
   29.20     29.20           2           2
   30.75     30.75           2           2
   30.95     30.95           2           2
   31.45     31.45           2           2
   31.95     31.95           2           2
   32.55     32.55           2           2
   32.60     32.60           2           2
   33.25     33.25           2           2
   33.65     33.65           2           2
   33.50     33.50           2           2
   33.10     33.10           2           2
   33.80     33.80           2           2
   33.85     33.85           2           2
   34.15     34.15           2           2
   34.85     34.85           2           2
   35.30     35.30           2           2
   35.40     35.40           2           2
   34.55     34.55           2           2
   35.05     35.05           2           2
   35.95     35.95           2           2
   36.35     36.35           2           2
   35.50     35.50           2           2
   34.45     34.45           2           2
   34.40     34.40           2           2
   35.00     35.00           2           2
   35.75     35.75           2           2
   35.05     35.05           2           2
   34.60     34.60           2           2
   34.20     34.20           2           2
   36.25     36.25           2           2
   35.70     35.70           2           2
   35.50     35.50           2           2
   35.85     35.85           2           2
   36.30     36.30           2           2
   35.45     35.45           2           2
   34.90     34.90           2           2
   34.20     34.20           2           2
   33.85     33.85           2           2
   33.25     33.25           2           2
   32.45     32.45           2           2
   33.60     33.60           2           2
   34.25     34.25           2           2
   34.25     34.25           2           2
   35.40     35.40           2           2
   35.15     35.15           2           2
   34.40     34.40           2           2
   33.70     33.70           2           2
   32.25     32.25           2           2
   32.50     32.50           2           2
   31.45     31.45           2           2
   31.55     31.55           2           2
   31.05     31.05           2           2
   30.25     30.25           2           2
   29.80     29.80           2           2
   29.60     29.60           2           2
   29.70     29.70           2           2
   30.50     30.50           2           2
   30.65     30.65           2           2
   31.25     31.25           2           2
   31.45     31.45           2           2
   30.75     30.75           2           2
   30.65     30.65           2           2
   31.25     31.25           2           2
   31.85     31.85           2           2
   32.70     32.70           2           2
   33.25     33.25           2           2
   32.40     32.40           2           2
   32.15     32.15           2           2
   32.35     32.35           2           2
   32.95     32.95           2           2
   33.85     33.85           2           2
   33.05     33.05           2           2
   33.65     33.65           2           2
   34.10     34.10           2           2
   34.20     34.20           2           2
   34.65     34.65           2           2
   35.25     35.25           2           2
   35.70     35.70           2           2
   34.40     34.40           2           2
   21.30     21.30           5           5
   20.15     20.15           5           5
   19.20     19.20           5           5
   19.10     19.10           5           5
   18.45     18.45           5           5
   18.75     18.75           5           5
   19.40     19.40           5           5
   19.55     19.55           5           5
   19.80     19.80           5           5
   20.50     20.50           5           5
   21.45     21.45           5           5
   21.70     21.70           5           5
   21.40     21.40           5           5
   21.00     21.00           5           5
   21.15     21.15           5           5
   20.50     20.50           5           5
   19.75     19.75           5           5
   19.20     19.20           5           5
   18.45     18.45           5           5
   20.65     20.65           5           5
   20.65     20.65           5           5
   19.70     19.70           5           5
   20.15     20.15           5           5
   22.15     22.15           5           5
   21.60     21.60           5           5
   21.70     21.70           5           5
   21.90     21.90           5           5
   22.55     22.55           5           5
   22.55     22.55           5           5
   23.30     23.30           5           5
   24.25     24.25           5           5
   23.80     23.80           5           5
   23.40     23.40           5           5
   22.90     22.90           5           5
   22.30     22.30           5           5
   22.20     22.20           5           5
   23.10     23.10           5           5
   22.85     22.85           5           5
   22.65     22.65           5           5
   23.15     23.15           5           5
   24.10     24.10           5           5
   24.70     24.70           5           5
   24.30     24.30           5           5
   24.15     24.15           5           5
   23.90     23.90           5           5
    5.20      5.20           6           6
    6.35      6.35           6           6
    6.75      6.75           6           6
    5.90      5.90           6           6
    5.40      5.40           6           6
    4.85      4.85           6           6
    4.85      4.85           6           6
    5.15      5.15           6           6
    5.70      5.70           6           6
    6.20      6.20           6           6
    6.20      6.20           6           6
    7.65      7.65           6           6
    7.20      7.20           6           6
    6.75      6.75           6           6
    6.75      6.75           6           6
    6.65      6.65           6           6
    5.80      5.80           6           6
    4.95      4.95           6           6
    5.10      5.10           6           6
    5.70      5.70           6           6
    5.45      5.45           6           6
    6.70      6.70           6           6
    6.55      6.55           6           6
    7.20      7.20           6           6
    6.20      6.20           6           6
    7.10      7.10           6           6
    7.85      7.85           6           6
    7.60      7.60           6           6
    7.25      7.25           6           6
    7.80      7.80           6           6
    8.05      8.05           6           6
    8.50      8.50           6           6
    8.10      8.10           6           6
    8.15      8.15           6           6
