# x-coord    y-coord   Kmeans_labels  Kplus_labels 
449705.00  449705.00           1           1
596991.00  596991.00          15          15
504859.00  504859.00          13          13
492801.00  492801.00          13          13
443927.00  443927.00           3           3
500134.00  500134.00          13          13
607108.00  607108.00          12          12
533390.00  533390.00          12          12
594744.00  594744.00          12          12
591819.00  591819.00          13          13
564182.00  564182.00          13          13
532772.00  532772.00          13          13
549553.00  549553.00          13          13
529110.00  529110.00          13          13
499490.00  499490.00          13          13
676195.00  676195.00          15          15
501995.00  501995.00          13          13
505519.00  505519.00          13          13
490706.00  490706.00          13          13
527268.00  527268.00          13          13
495066.00  495066.00           1           1
608558.00  608558.00          13          13
533394.00  533394.00          13          13
532084.00  532084.00          13          13
447666.00  447666.00           3           3
531727.00  531727.00          13          13
486932.00  486932.00           1           1
559918.00  559918.00          13          13
526093.00  526093.00          13          13
529462.00  529462.00          13          13
539431.00  539431.00          13          13
586115.00  586115.00          13          13
561109.00  561109.00          13          13
539696.00  539696.00          13          13
548610.00  548610.00          13          13
447711.00  447711.00           1           1
525539.00  525539.00          13          13
649353.00  649353.00          15          15
493179.00  493179.00           1           1
448285.00  448285.00           1           1
538627.00  538627.00          13          13
577626.00  577626.00          13          13
599136.00  599136.00          13          13
580588.00  580588.00          12          12
589063.00  589063.00          13          13
535169.00  535169.00          13          13
442259.00  442259.00           1           1
552676.00  552676.00          13          13
557135.00  557135.00          13          13
547156.00  547156.00          13          13
648989.00  648989.00          15          15
538545.00  538545.00          15          15
536255.00  536255.00          12          12
538795.00  538795.00          13          13
688776.00  688776.00          15          15
604897.00  604897.00          13          13
596667.00  596667.00          13          13
537465.00  537465.00          13          13
484331.00  484331.00          13          13
565461.00  565461.00          13          13
490282.00  490282.00          13          13
616559.00  616559.00          13          13
540171.00  540171.00          13          13
537262.00  537262.00          13          13
461359.00  461359.00          13          13
530835.00  530835.00          13          13
533538.00  533538.00          13          13
536194.00  536194.00          13          13
584091.00  584091.00          13          13
560861.00  560861.00          13          13
527175.00  527175.00          13          13
535478.00  535478.00          13          13
551990.00  551990.00          13          13
545264.00  545264.00          13          13
573206.00  573206.00          13          13
500889.00  500889.00          13          13
520494.00  520494.00          13          13
414026.00  414026.00           3           3
522811.00  522811.00          13          13
529733.00  529733.00          13          13
522442.00  522442.00          12          12
534217.00  534217.00          13          13
530430.00  530430.00          13          13
531068.00  531068.00          13          13
575388.00  575388.00          15          15
503135.00  503135.00          13          13
482534.00  482534.00           1           1
549422.00  549422.00          13          13
542195.00  542195.00          13          13
683753.00  683753.00          15          15
603889.00  603889.00          15          15
614879.00  614879.00          13          13
566047.00  566047.00          12          12
484969.00  484969.00           1           1
565417.00  565417.00          13          13
539702.00  539702.00          13          13
492940.00  492940.00          13          13
529510.00  529510.00          13          13
512428.00  512428.00          13          13
528214.00  528214.00          13          13
531277.00  531277.00          13          13
634612.00  634612.00          12          12
542633.00  542633.00          13          13
564283.00  564283.00          13          13
523286.00  523286.00          12          12
538268.00  538268.00          13          13
522533.00  522533.00          13          13
619722.00  619722.00          13          13
546521.00  546521.00          13          13
499942.00  499942.00          13          13
545817.00  545817.00          13          13
535074.00  535074.00          12          12
533763.00  533763.00          13          13
686472.00  686472.00          15          15
645635.00  645635.00          15          15
595205.00  595205.00          12          12
636131.00  636131.00          13          13
527647.00  527647.00          13          13
559517.00  559517.00          13          13
520044.00  520044.00          13          13
520808.00  520808.00          13          13
537581.00  537581.00          13          13
541691.00  541691.00          15          15
636836.00  636836.00          13          13
521670.00  521670.00          13          13
567928.00  567928.00          13          13
615428.00  615428.00          15          15
436605.00  436605.00           3           3
564784.00  564784.00          13          13
566297.00  566297.00          13          13
533351.00  533351.00          13          13
609507.00  609507.00          12          12
453287.00  453287.00           1           1
422255.00  422255.00           3           3
488210.00  488210.00          13          13
527208.00  527208.00          13          13
533457.00  533457.00          13          13
580581.00  580581.00          13          13
533095.00  533095.00          13          13
654697.00  654697.00          15          15
684938.00  684938.00          15          15
571180.00  571180.00          13          13
532880.00  532880.00          13          13
505703.00  505703.00          13          13
523560.00  523560.00          13          13
494118.00  494118.00           1           1
547546.00  547546.00          13          13
616933.00  616933.00          12          12
415506.00  415506.00           3           3
488534.00  488534.00          13          13
531599.00  531599.00          13          13
510379.00  510379.00          13          13
520593.00  520593.00          12          12
552878.00  552878.00          13          13
532894.00  532894.00          13          13
495733.00  495733.00          13          13
581647.00  581647.00          13          13
489682.00  489682.00           1           1
647473.00  647473.00          15          15
563884.00  563884.00          13          13
540386.00  540386.00          13          13
495872.00  495872.00          13          13
500610.00  500610.00           1           1
598550.00  598550.00          12          12
368612.00  368612.00           3           3
461280.00  461280.00           1           1
540215.00  540215.00          13          13
435839.00  435839.00           3           3
521831.00  521831.00          13          13
660355.00  660355.00          15          15
491898.00  491898.00          13          13
527118.00  527118.00          13          13
535139.00  535139.00          12          12
552769.00  552769.00          13          13
528063.00  528063.00          13          13
569449.00  569449.00          13          13
547075.00  547075.00          13          13
498186.00  498186.00          13          13
488591.00  488591.00          13          13
541269.00  541269.00          13          13
563655.00  563655.00          13          13
591571.00  591571.00          13          13
548396.00  548396.00          15          15
599686.00  599686.00          13          13
444592.00  444592.00           3           3
524163.00  524163.00          13          13
532371.00  532371.00          13          13
547630.00  547630.00          13          13
632963.00  632963.00          12          12
554789.00  554789.00          13          13
524836.00  524836.00          12          12
535956.00  535956.00          13          13
562792.00  562792.00          12          12
583604.00  583604.00          13          13
624073.00  624073.00          12          12
614267.00  614267.00          15          15
434763.00  434763.00           3           3
572836.00  572836.00          13          13
485255.00  485255.00           1           1
466362.00  466362.00          13          13
519332.00  519332.00          13          13
631827.00  631827.00          13          13
503934.00  503934.00          13          13
536105.00  536105.00          13          13
548647.00  548647.00          13          13
516251.00  516251.00           1           1
512642.00  512642.00          13          13
537178.00  537178.00          13          13
562513.00  562513.00          13          13
610437.00  610437.00          13          13
436488.00  436488.00           1           1
622508.00  622508.00          13          13
563940.00  563940.00          13          13
629531.00  629531.00          15          15
489433.00  489433.00          13          13
563815.00  563815.00          13          13
483882.00  483882.00           1           1
498939.00  498939.00          13          13
344048.00  344048.00           3           3
549643.00  549643.00          13          13
482375.00  482375.00           1           1
392826.00  392826.00           3           3
620514.00  620514.00          13          13
613367.00  613367.00          13          13
561324.00  561324.00          13          13
634361.00  634361.00          15          15
518284.00  518284.00          13          13
526572.00  526572.00          13          13
512400.00  512400.00          13          13
498955.00  498955.00          13          13
395828.00  395828.00           3           3
603534.00  603534.00          13          13
539678.00  539678.00          13          13
547744.00  547744.00          13          13
341390.00  341390.00           3           3
434482.00  434482.00           3           3
536941.00  536941.00          13          13
570112.00  570112.00          13          13
397352.00  397352.00           1           1
533388.00  533388.00          13          13
476472.00  476472.00          13          13
536378.00  536378.00          13          13
519545.00  519545.00          13          13
530046.00  530046.00          13          13
404084.00  404084.00           1           1
528127.00  528127.00          13          13
535946.00  535946.00          13          13
638697.00  638697.00          15          15
547681.00  547681.00          13          13
582388.00  582388.00          13          13
389787.00  389787.00           3           3
514456.00  514456.00          13          13
551915.00  551915.00          13          13
558960.00  558960.00          13          13
523353.00  523353.00          13          13
530333.00  530333.00          13          13
536205.00  536205.00          13          13
483126.00  483126.00           1           1
585377.00  585377.00          13          13
579703.00  579703.00          15          15
447325.00  447325.00           1           1
514185.00  514185.00          13          13
548084.00  548084.00          13          13
543529.00  543529.00          13          13
605608.00  605608.00          13          13
532875.00  532875.00          13          13
506041.00  506041.00          13          13
619241.00  619241.00          13          13
512187.00  512187.00          12          12
478925.00  478925.00          13          13
551123.00  551123.00          13          13
563506.00  563506.00          13          13
537664.00  537664.00          13          13
561522.00  561522.00          13          13
510526.00  510526.00          13          13
549070.00  549070.00          13          13
514531.00  514531.00          13          13
600756.00  600756.00          13          13
602230.00  602230.00          15          15
466134.00  466134.00           1           1
508505.00  508505.00          12          12
520792.00  520792.00          13          13
492250.00  492250.00           1           1
567156.00  567156.00          13          13
610479.00  610479.00          13          13
537582.00  537582.00          13          13
529866.00  529866.00          13          13
518398.00  518398.00          12          12
439219.00  439219.00           3           3
755752.00  755752.00           6           6
553330.00  553330.00          13          13
533907.00  533907.00          13          13
546979.00  546979.00          13          13
520972.00  520972.00          13          13
480845.00  480845.00           1           1
617386.00  617386.00          15          15
548048.00  548048.00          13          13
387690.00  387690.00           3           3
393136.00  393136.00           3           3
533757.00  533757.00          13          13
536245.00  536245.00          13          13
528593.00  528593.00          13          13
647942.00  647942.00          12          12
515797.00  515797.00          12          12
410194.00  410194.00           3           3
476695.00  476695.00           1           1
564312.00  564312.00          13          13
549342.00  549342.00          12          12
582131.00  582131.00          13          13
597907.00  597907.00          13          13
508117.00  508117.00           1           1
464185.00  464185.00          13          13
524685.00  524685.00          13          13
264404.00  264404.00           4           4
226420.00  226420.00           4           4
301584.00  301584.00           5           5
228386.00  228386.00           4           4
295514.00  295514.00           5           5
119237.00  119237.00           4           4
286222.00  286222.00           4           4
224557.00  224557.00           4           4
229653.00  229653.00           4           4
227940.00  227940.00          11          11
217536.00  217536.00           4           4
166298.00  166298.00          11          11
232238.00  232238.00           4           4
227348.00  227348.00           4           4
328889.00  328889.00           4           4
222327.00  222327.00           4           4
246709.00  246709.00           4           4
273073.00  273073.00           4           4
286106.00  286106.00           4           4
220529.00  220529.00           4           4
256074.00  256074.00           4           4
264793.00  264793.00           4           4
230190.00  230190.00           4           4
229642.00  229642.00           4           4
266563.00  266563.00           4           4
205058.00  205058.00           4           4
256929.00  256929.00           4           4
184645.00  184645.00           4           4
238926.00  238926.00           4           4
213790.00  213790.00          11          11
198162.00  198162.00           4           4
271332.00  271332.00          11          11
254057.00  254057.00           4           4
236011.00  236011.00           4           4
223050.00  223050.00           4           4
196320.00  196320.00          11          11
188508.00  188508.00           4           4
251640.00  251640.00           4           4
197098.00  197098.00           4           4
279201.00  279201.00           4           4
228641.00  228641.00           4           4
232463.00  232463.00          11          11
215408.00  215408.00           4           4
197699.00  197699.00           4           4
225535.00  225535.00           4           4
223118.00  223118.00           4           4
227260.00  227260.00           4           4
223804.00  223804.00           4           4
276373.00  276373.00           4           4
126293.00  126293.00           4           4
257723.00  257723.00           4           4
196419.00  196419.00           4           4
256655.00  256655.00           4           4
211767.00  211767.00           4           4
233935.00  233935.00           4           4
219433.00  219433.00           4           4
328489.00  328489.00           5           5
216764.00  216764.00           4           4
283787.00  283787.00           4           4
206122.00  206122.00           4           4
308641.00  308641.00           4           4
191063.00  191063.00           4           4
220477.00  220477.00          11          11
193117.00  193117.00           4           4
233582.00  233582.00           4           4
298790.00  298790.00           4           4
254772.00  254772.00           4           4
199139.00  199139.00          11          11
232101.00  232101.00           4           4
165557.00  165557.00           4           4
200291.00  200291.00           4           4
279004.00  279004.00           4           4
136579.00  136579.00           4           4
178574.00  178574.00           4           4
348964.00  348964.00           3           3
176375.00  176375.00           4           4
225146.00  225146.00           4           4
218900.00  218900.00           4           4
174178.00  174178.00           4           4
189209.00  189209.00           4           4
213526.00  213526.00           4           4
278332.00  278332.00           4           4
124967.00  124967.00           4           4
145106.00  145106.00           4           4
263702.00  263702.00           4           4
242357.00  242357.00           4           4
196507.00  196507.00           4           4
235398.00  235398.00          11          11
179703.00  179703.00           4           4
252133.00  252133.00           4           4
212100.00  212100.00           4           4
357867.00  357867.00           3           3
268993.00  268993.00          11          11
190742.00  190742.00           4           4
272039.00  272039.00           4           4
235179.00  235179.00           4           4
220373.00  220373.00           4           4
207257.00  207257.00           4           4
261345.00  261345.00           4           4
248217.00  248217.00           4           4
219286.00  219286.00           4           4
278913.00  278913.00           4           4
180721.00  180721.00           4           4
234054.00  234054.00           4           4
219462.00  219462.00           4           4
186211.00  186211.00          11          11
333464.00  333464.00           3           3
219487.00  219487.00           4           4
198284.00  198284.00           4           4
263157.00  263157.00           5           5
209979.00  209979.00           4           4
219674.00  219674.00           4           4
241250.00  241250.00           4           4
251982.00  251982.00           4           4
295106.00  295106.00           4           4
244446.00  244446.00           5           5
244463.00  244463.00           4           4
257104.00  257104.00           4           4
245308.00  245308.00           4           4
226561.00  226561.00           4           4
214654.00  214654.00           4           4
184850.00  184850.00           4           4
276187.00  276187.00          11          11
233299.00  233299.00           4           4
252853.00  252853.00           4           4
140876.00  140876.00           4           4
329348.00  329348.00           5           5
266727.00  266727.00           4           4
308196.00  308196.00           4           4
261807.00  261807.00           4           4
230552.00  230552.00           4           4
255093.00  255093.00           5           5
216082.00  216082.00           4           4
243297.00  243297.00           4           4
245365.00  245365.00           4           4
233763.00  233763.00           4           4
183136.00  183136.00           4           4
185146.00  185146.00           4           4
227834.00  227834.00           4           4
219920.00  219920.00           4           4
248284.00  248284.00           4           4
219617.00  219617.00           4           4
196945.00  196945.00           4           4
188942.00  188942.00           4           4
229323.00  229323.00           4           4
190109.00  190109.00           4           4
222190.00  222190.00           4           4
246569.00  246569.00           4           4
236282.00  236282.00           4           4
242028.00  242028.00           4           4
222355.00  222355.00           4           4
202963.00  202963.00           4           4
193128.00  193128.00           4           4
206077.00  206077.00           4           4
233449.00  233449.00           4           4
200034.00  200034.00           4           4
222920.00  222920.00           4           4
149789.00  149789.00          11          11
209926.00  209926.00           4           4
231481.00  231481.00           5           5
246759.00  246759.00           4           4
267004.00  267004.00           4           4
249073.00  249073.00           5           5
323473.00  323473.00           3           3
220185.00  220185.00           5           5
271943.00  271943.00           4           4
233985.00  233985.00           4           4
229253.00  229253.00           4           4
182539.00  182539.00           4           4
201503.00  201503.00           4           4
219956.00  219956.00          11          11
238634.00  238634.00           4           4
278852.00  278852.00           4           4
159883.00  159883.00           4           4
268982.00  268982.00           4           4
274605.00  274605.00           4           4
269363.00  269363.00           5           5
236795.00  236795.00           4           4
316661.00  316661.00           5           5
226372.00  226372.00           4           4
235961.00  235961.00           4           4
221454.00  221454.00           4           4
201847.00  201847.00           5           5
206533.00  206533.00           4           4
219770.00  219770.00           4           4
178050.00  178050.00          11          11
199228.00  199228.00           4           4
206458.00  206458.00           4           4
272477.00  272477.00           5           5
183520.00  183520.00           4           4
278131.00  278131.00           4           4
234411.00  234411.00           4           4
101408.00  101408.00           4           4
223793.00  223793.00           4           4
245572.00  245572.00           4           4
209720.00  209720.00           4           4
116163.00  116163.00           4           4
280123.00  280123.00           4           4
228901.00  228901.00           4           4
229632.00  229632.00           4           4
229522.00  229522.00           4           4
234737.00  234737.00           4           4
299383.00  299383.00           3           3
241420.00  241420.00           4           4
215708.00  215708.00           4           4
279932.00  279932.00           4           4
204506.00  204506.00          11          11
245255.00  245255.00           4           4
228996.00  228996.00           4           4
363589.00  363589.00           1           1
217530.00  217530.00           4           4
363949.00  363949.00           3           3
233596.00  233596.00           4           4
230453.00  230453.00           4           4
208073.00  208073.00           4           4
236598.00  236598.00           4           4
260866.00  260866.00           4           4
245465.00  245465.00           5           5
310774.00  310774.00           5           5
197970.00  197970.00           4           4
244794.00  244794.00           4           4
235774.00  235774.00           4           4
277386.00  277386.00           4           4
227426.00  227426.00           4           4
292683.00  292683.00           5           5
196815.00  196815.00           4           4
232317.00  232317.00           4           4
105690.00  105690.00           4           4
152044.00  152044.00           4           4
228543.00  228543.00           4           4
312535.00  312535.00           3           3
223088.00  223088.00          11          11
211680.00  211680.00           4           4
224392.00  224392.00           4           4
228304.00  228304.00           4           4
190716.00  190716.00           4           4
314483.00  314483.00           5           5
279953.00  279953.00           4           4
239402.00  239402.00           4           4
177669.00  177669.00           4           4
249445.00  249445.00           4           4
132182.00  132182.00           4           4
197803.00  197803.00           4           4
247759.00  247759.00           5           5
229862.00  229862.00           4           4
227572.00  227572.00           4           4
239186.00  239186.00           4           4
209836.00  209836.00           4           4
242935.00  242935.00           4           4
222667.00  222667.00           4           4
258815.00  258815.00           4           4
165115.00  165115.00           4           4
227791.00  227791.00           4           4
238928.00  238928.00           4           4
173762.00  173762.00           4           4
223541.00  223541.00           4           4
200824.00  200824.00           4           4
163513.00  163513.00           4           4
247029.00  247029.00           5           5
234867.00  234867.00           4           4
217593.00  217593.00           4           4
228725.00  228725.00           4           4
192530.00  192530.00           4           4
177842.00  177842.00           4           4
198901.00  198901.00           4           4
227677.00  227677.00           5           5
102316.00  102316.00           4           4
227672.00  227672.00           4           4
232210.00  232210.00           4           4
270211.00  270211.00           5           5
234540.00  234540.00           4           4
225547.00  225547.00          11          11
225752.00  225752.00           4           4
259073.00  259073.00          11          11
307494.00  307494.00           3           3
269960.00  269960.00           4           4
218504.00  218504.00          11          11
259911.00  259911.00           4           4
238239.00  238239.00           4           4
244452.00  244452.00           4           4
179560.00  179560.00          11          11
201153.00  201153.00           4           4
233531.00  233531.00           4           4
315974.00  315974.00           3           3
271600.00  271600.00           4           4
230483.00  230483.00           4           4
233063.00  233063.00           4           4
201771.00  201771.00           4           4
169745.00  169745.00           4           4
246365.00  246365.00           4           4
267650.00  267650.00           4           4
228105.00  228105.00           4           4
219299.00  219299.00           4           4
197960.00  197960.00          11          11
222005.00  222005.00           4           4
226786.00  226786.00           4           4
158102.00  158102.00           4           4
198946.00  198946.00           4           4
121432.00  121432.00          11          11
289336.00  289336.00           5           5
202569.00  202569.00           4           4
265331.00  265331.00           4           4
232543.00  232543.00           4           4
220787.00  220787.00           4           4
254331.00  254331.00           4           4
207068.00  207068.00           4           4
232141.00  232141.00           4           4
283075.00  283075.00           4           4
232108.00  232108.00           4           4
197323.00  197323.00           4           4
229156.00  229156.00           4           4
182468.00  182468.00           4           4
272570.00  272570.00          11          11
325935.00  325935.00           5           5
157496.00  157496.00           4           4
190296.00  190296.00           4           4
397836.00  397836.00           1           1
465078.00  465078.00           1           1
419895.00  419895.00           1           1
513498.00  513498.00          12          12
413875.00  413875.00           1           1
444201.00  444201.00           1           1
555299.00  555299.00          12          12
447360.00  447360.00           1           1
409126.00  409126.00           1           1
434534.00  434534.00           1           1
512946.00  512946.00           1           1
501537.00  501537.00           1           1
453944.00  453944.00           1           1
443660.00  443660.00           1           1
437974.00  437974.00           1           1
388242.00  388242.00           5           5
358059.00  358059.00           1           1
441441.00  441441.00           1           1
363209.00  363209.00           1           1
436718.00  436718.00           1           1
431347.00  431347.00           1           1
446850.00  446850.00           1           1
460971.00  460971.00           1           1
454508.00  454508.00           1           1
447687.00  447687.00           1           1
440730.00  440730.00           1           1
452901.00  452901.00           1           1
418521.00  418521.00           1           1
537585.00  537585.00          12          12
619057.00  619057.00          13          13
447125.00  447125.00           1           1
372230.00  372230.00           1           1
328130.00  328130.00           5           5
503964.00  503964.00          12          12
399097.00  399097.00           1           1
429977.00  429977.00           1           1
420668.00  420668.00           1           1
437722.00  437722.00           1           1
362992.00  362992.00           5           5
433941.00  433941.00           1           1
436836.00  436836.00           1           1
442233.00  442233.00           1           1
399893.00  399893.00           1           1
434707.00  434707.00           1           1
435441.00  435441.00           1           1
428531.00  428531.00           1           1
416275.00  416275.00           1           1
368855.00  368855.00           1           1
443239.00  443239.00           1           1
446457.00  446457.00           1           1
527224.00  527224.00          13          13
468751.00  468751.00           1           1
435477.00  435477.00           1           1
493777.00  493777.00           1           1
408267.00  408267.00           1           1
418653.00  418653.00           1           1
456690.00  456690.00           1           1
513085.00  513085.00           1           1
