# x-coord    y-coord  labels
461359.00  283077.00          15
530835.00  203304.00          15
533538.00  319070.00          15
536194.00  244960.00          15
584091.00  285569.00          15
560861.00  292296.00          15
527175.00  215315.00          15
535478.00  294538.00          15
551990.00  334896.00          15
545264.00  319021.00          15
573206.00  327671.00          15
500889.00  295590.00          15
520494.00  242148.00          15
414026.00  299075.00           9
522811.00  295182.00          15
529733.00  285169.00          15
522442.00  383698.00          15
534217.00  355722.00          15
530430.00  311217.00          15
531068.00  336789.00          15
575388.00  178358.00           8
503135.00  331631.00          15
482534.00  370612.00          11
549422.00  231703.00          15
542195.00  295674.00          15
683753.00  249529.00           8
603889.00  234059.00           8
614879.00  299100.00           8
566047.00  378401.00           4
484969.00  351620.00          15
565417.00  305157.00          15
539702.00  232974.00          15
492940.00  219360.00          15
529510.00  287347.00          15
512428.00  308242.00          15
528214.00  266185.00          15
531277.00  334985.00          15
634612.00  357541.00          15
542633.00  266877.00          15
564283.00  311515.00          15
523286.00  416925.00           4
538268.00  295987.00          15
522533.00  163402.00          15
619722.00  343547.00          15
546521.00  329696.00          15
499942.00  188515.00          15
545817.00  338665.00          15
535074.00  433770.00           4
533763.00  289860.00          15
686472.00  332736.00           8
645635.00  298103.00           8
595205.00  362969.00          15
636131.00  336508.00          15
527647.00  286548.00          15
559517.00  326597.00          15
520044.00  230193.00          15
520808.00  299213.00          15
537581.00  292387.00          15
541691.00  95884.00           8
636836.00  342507.00          15
521670.00  270133.00          15
567928.00  259953.00          15
615428.00  239620.00           8
436605.00  281804.00           9
564784.00  287256.00          15
566297.00  187989.00           8
533351.00  352122.00          15
609507.00  378023.00           4
453287.00  424090.00          11
422255.00  179596.00           9
488210.00  278173.00          15
527208.00  296696.00          15
533457.00  295648.00          15
580581.00  261664.00          15
533095.00  290738.00          15
654697.00  144045.00           8
684938.00  261040.00           8
571180.00  306305.00          15
532880.00  295365.00          15
505703.00  301345.00          15
523560.00  306539.00          15
494118.00  400747.00          11
547546.00  217023.00          15
616933.00  393383.00           4
415506.00  198224.00           9
488534.00  301792.00          15
531599.00  303546.00          15
510379.00  262573.00          15
520593.00  402733.00           4
552878.00  319766.00          15
532894.00  296515.00          15
495733.00  339423.00          15
581647.00  350732.00          15
489682.00  376823.00          11
647473.00  303489.00           8
563884.00  283020.00          15
540386.00  348293.00          15
495872.00  218426.00          15
500610.00  376119.00          11
598550.00  391808.00           4
368612.00  331490.00           9
461280.00  372503.00          11
540215.00  229031.00          15
435839.00  276580.00           9
521831.00  294142.00          15
660355.00  314646.00           8
491898.00  267762.00          15
527118.00  293053.00          15
535139.00  399611.00           4
552769.00  313298.00          15
528063.00  366384.00          15
569449.00  264961.00          15
547075.00  303100.00          15
498186.00  304211.00          15
488591.00  290758.00          15
541269.00  296900.00          15
563655.00  247428.00          15
591571.00  348966.00          15
548396.00  125826.00           8
599686.00  310900.00          15
444592.00  247418.00           9
524163.00  243683.00          15
532371.00  290285.00          15
547630.00  337221.00          15
632963.00  456865.00           4
554789.00  321219.00          15
524836.00  393047.00           4
535956.00  333791.00          15
562792.00  434362.00           4
583604.00  309859.00          15
624073.00  373629.00           4
614267.00  251823.00           8
434763.00  289781.00           9
572836.00  210288.00           8
485255.00  356620.00          11
466362.00  280073.00          15
519332.00  290754.00          15
631827.00  314330.00           8
503934.00  290512.00          15
536105.00  225052.00          15
548647.00  294270.00          15
516251.00  387620.00          11
512642.00  290502.00          15
537178.00  289768.00          15
562513.00  245511.00          15
610437.00  311903.00          15
436488.00  382292.00          11
622508.00  313736.00          15
563940.00  339322.00          15
629531.00  283631.00           8
489433.00  331899.00          15
563815.00  325553.00          15
483882.00  365421.00          11
498939.00  237815.00          15
344048.00  265555.00           9
549643.00  296479.00          15
482375.00  344287.00          15
392826.00  143091.00           9
620514.00  294905.00           8
613367.00  265499.00           8
561324.00  272806.00          15
634361.00  276460.00           8
518284.00  296575.00          15
526572.00  291968.00          15
512400.00  338371.00          15
498955.00  289386.00          15
395828.00  212070.00           9
603534.00  307230.00          15
539678.00  317944.00          15
547744.00  217903.00          15
341390.00  170749.00           9
434482.00  302028.00           9
536941.00  231171.00          15
570112.00  307256.00          15
397352.00  412982.00          11
533388.00  296437.00          15
476472.00  299120.00          15
536378.00  328570.00          15
519545.00  369431.00          15
530046.00  284310.00          15
404084.00  407720.00          11
528127.00  275458.00          15
535946.00  315189.00          15
638697.00  306716.00           8
547681.00  233013.00          15
582388.00  313000.00          15
389787.00  197861.00           9
514456.00  289348.00          15
551915.00  293823.00          15
558960.00  300689.00          15
523353.00  319429.00          15
530333.00  265270.00          15
536205.00  287798.00          15
483126.00  342645.00          15
585377.00  333764.00          15
579703.00  136583.00           8
447325.00  349219.00          11
514185.00  337302.00          15
548084.00  202488.00          15
543529.00  264577.00          15
605608.00  280993.00           8
532875.00  295207.00          15
506041.00  304669.00          15
619241.00  320947.00          15
512187.00  407952.00           4
478925.00  281896.00          15
551123.00  183877.00           8
563506.00  245901.00          15
537664.00  222608.00          15
561522.00  313998.00          15
510526.00  325725.00          15
549070.00  227118.00          15
514531.00  247092.00          15
600756.00  309087.00          15
602230.00  126147.00           8
466134.00  455217.00          11
508505.00  430546.00           4
520792.00  293439.00          15
492250.00  403947.00          11
567156.00  323051.00          15
610479.00  314538.00          15
537582.00  246686.00          15
529866.00  275459.00          15
518398.00  389173.00           4
439219.00  305769.00           9
755752.00  335311.00           7
553330.00  320394.00          15
533907.00  289515.00          15
546979.00  299981.00          15
520972.00  294834.00          15
480845.00  384812.00          11
617386.00  266256.00           8
548048.00  274321.00          15
387690.00  265578.00           9
393136.00  302875.00           9
533757.00  290880.00          15
536245.00  220478.00          15
528593.00  294072.00          15
647942.00  395074.00           4
515797.00  448174.00           4
410194.00  277834.00           9
476695.00  382107.00          11
564312.00  205721.00           8
549342.00  411309.00           4
582131.00  300010.00          15
597907.00  260427.00           8
508117.00  391045.00          11
464185.00  286487.00          15
524685.00  310662.00          15
264404.00  357298.00          13
226420.00  347645.00          13
301584.00  484701.00           1
228386.00  347570.00          13
295514.00  442073.00           1
119237.00  315629.00          13
286222.00  376096.00          13
224557.00  357528.00          13
229653.00  346884.00          13
227940.00  242348.00           5
217536.00  361207.00          13
166298.00  217280.00           5
232238.00  349933.00          13
227348.00  356313.00          13
328889.00  352611.00          13
222327.00  347485.00          13
246709.00  316959.00          13
273073.00  299054.00          13
286106.00  362861.00          13
220529.00  365323.00          13
256074.00  309931.00          13
264793.00  360923.00          13
230190.00  416636.00          13
229642.00  338813.00          13
266563.00  324261.00          13
205058.00  372663.00          13
256929.00  337924.00          13
184645.00  349901.00          13
238926.00  337428.00          13
213790.00  219209.00           5
198162.00  444339.00           1
271332.00  203534.00           5
254057.00  272621.00          13
236011.00  350191.00          13
223050.00  397693.00          13
196320.00  258844.00           5
188508.00  371731.00          13
251640.00  310877.00          13
197098.00  390774.00          13
279201.00  307552.00          13
228641.00  346369.00          13
232463.00  207520.00           5
215408.00  353411.00          13
197699.00  325673.00          13
225535.00  347488.00          13
223118.00  344592.00          13
227260.00  372484.00          13
223804.00  319104.00          13
276373.00  320376.00          13
126293.00  462324.00          13
257723.00  338206.00          13
196419.00  397960.00          13
256655.00  386767.00          13
211767.00  347459.00          13
233935.00  408435.00          13
219433.00  343843.00          13
328489.00  362098.00          13
216764.00  336413.00          13
283787.00  345560.00          13
206122.00  342135.00          13
308641.00  318672.00          13
191063.00  340940.00          13
220477.00  215001.00           5
193117.00  355634.00          13
233582.00  339645.00          13
298790.00  307365.00          13
254772.00  325039.00          13
199139.00  246625.00           5
232101.00  364618.00          13
165557.00  344125.00          13
200291.00  350453.00          13
279004.00  377770.00          13
136579.00  426660.00          13
178574.00  341671.00          13
348964.00  261568.00           9
176375.00  310548.00          13
225146.00  343352.00          13
218900.00  394333.00          13
174178.00  346242.00          13
189209.00  368298.00          13
213526.00  351511.00          13
278332.00  369892.00          13
124967.00  374172.00          13
145106.00  356393.00          13
263702.00  349555.00          13
242357.00  281579.00          13
196507.00  302594.00          13
235398.00  256579.00           5
179703.00  329666.00          13
252133.00  336836.00          13
212100.00  345133.00          13
357867.00  255601.00           9
268993.00  177857.00           5
190742.00  359153.00          13
272039.00  333050.00          13
235179.00  319398.00          13
220373.00  361237.00          13
207257.00  343505.00          13
261345.00  345099.00          13
248217.00  266860.00           5
219286.00  292775.00          13
278913.00  352104.00          13
180721.00  371540.00          13
234054.00  342531.00          13
219462.00  331808.00          13
186211.00  270417.00           5
333464.00  332046.00           9
219487.00  293942.00          13
198284.00  360542.00          13
263157.00  414996.00           1
209979.00  326797.00          13
219674.00  281849.00          13
241250.00  360988.00          13
251982.00  346274.00          13
295106.00  328152.00          13
244446.00  439979.00           1
244463.00  356541.00          13
257104.00  266224.00           5
245308.00  352623.00          13
226561.00  347572.00          13
214654.00  346206.00          13
184850.00  292744.00          13
276187.00  201809.00           5
233299.00  372316.00          13
252853.00  342369.00          13
140876.00  300973.00           5
329348.00  507857.00           1
266727.00  281807.00          13
308196.00  371865.00          13
261807.00  379004.00          13
230552.00  341659.00          13
255093.00  423038.00           1
216082.00  369167.00          13
243297.00  357739.00          13
245365.00  355382.00          13
233763.00  345373.00          13
183136.00  433352.00          13
185146.00  329672.00          13
227834.00  341863.00          13
219920.00  346857.00          13
248284.00  275787.00          13
219617.00  288995.00          13
196945.00  355289.00          13
188942.00  354918.00          13
229323.00  350180.00          13
190109.00  282009.00           5
222190.00  308575.00          13
246569.00  345039.00          13
236282.00  328486.00          13
242028.00  345990.00          13
222355.00  344824.00          13
202963.00  417895.00          13
193128.00  348751.00          13
206077.00  318186.00          13
233449.00  301155.00          13
200034.00  328033.00          13
222920.00  381430.00          13
149789.00  243552.00           5
209926.00  397604.00          13
231481.00  500405.00           1
246759.00  390068.00          13
267004.00  310665.00          13
249073.00  439033.00           1
323473.00  291395.00           9
220185.00  482077.00           1
271943.00  300583.00          13
233985.00  366440.00          13
229253.00  349235.00          13
182539.00  290559.00           5
201503.00  428888.00          13
219956.00  265701.00           5
238634.00  328278.00          13
278852.00  327923.00          13
159883.00  322421.00          13
268982.00  381670.00          13
274605.00  340965.00          13
269363.00  404277.00           1
236795.00  377812.00          13
316661.00  417975.00           1
226372.00  388051.00          13
235961.00  344110.00          13
221454.00  344475.00          13
201847.00  451764.00           1
206533.00  328918.00          13
219770.00  313056.00          13
178050.00  267605.00           5
199228.00  277810.00           5
206458.00  356138.00          13
272477.00  402275.00           1
183520.00  371884.00          13
278131.00  332217.00          13
234411.00  357284.00          13
101408.00  321457.00          13
223793.00  346327.00          13
245572.00  375610.00          13
209720.00  356137.00          13
116163.00  330871.00          13
280123.00  331964.00          13
228901.00  351782.00          13
229632.00  352050.00          13
229522.00  350203.00          13
234737.00  330022.00          13
299383.00  292149.00           9
241420.00  314600.00          13
215708.00  337534.00          13
279932.00  335916.00          13
204506.00  269686.00           5
245255.00  370327.00          13
228996.00  341481.00          13
363589.00  357586.00          11
217530.00  341051.00          13
363949.00  332854.00           9
233596.00  362139.00          13
230453.00  310245.00          13
208073.00  384064.00          13
236598.00  332936.00          13
260866.00  266754.00           5
245465.00  420584.00           1
310774.00  380404.00           1
197970.00  414038.00          13
244794.00  300356.00          13
235774.00  352079.00          13
277386.00  309185.00          13
227426.00  358565.00          13
292683.00  445089.00           1
196815.00  441484.00          13
232317.00  330706.00          13
105690.00  358077.00          13
152044.00  331168.00          13
228543.00  346860.00          13
312535.00  315330.00           9
223088.00  270467.00           5
211680.00  365202.00          13
224392.00  346788.00          13
228304.00  376824.00          13
190716.00  411597.00          13
314483.00  416009.00           1
279953.00  322349.00          13
239402.00  354643.00          13
177669.00  327160.00          13
249445.00  361544.00          13
132182.00  385315.00          13
197803.00  344224.00          13
247759.00  424567.00           1
229862.00  358857.00          13
227572.00  288255.00          13
239186.00  339323.00          13
209836.00  346987.00          13
242935.00  342404.00          13
222667.00  296327.00          13
258815.00  338749.00          13
165115.00  322507.00          13
227791.00  347022.00          13
238928.00  328262.00          13
173762.00  309330.00          13
223541.00  364277.00          13
200824.00  367232.00          13
163513.00  363078.00          13
247029.00  490336.00           1
234867.00  403744.00          13
217593.00  282895.00          13
228725.00  346997.00          13
192530.00  309373.00          13
177842.00  329276.00          13
198901.00  345538.00          13
227677.00  527817.00           1
102316.00  370232.00          13
227672.00  297477.00          13
232210.00  340794.00          13
270211.00  408308.00           1
234540.00  361720.00          13
225547.00  270769.00           5
225752.00  346903.00          13
259073.00  210513.00           5
307494.00  281474.00           9
269960.00  353929.00          13
218504.00  270228.00           5
259911.00  399400.00          13
238239.00  279840.00          13
244452.00  330108.00          13
179560.00  259579.00           5
201153.00  321376.00          13
233531.00  313220.00          13
315974.00  310747.00           9
271600.00  323443.00          13
230483.00  347016.00          13
233063.00  371831.00          13
201771.00  334785.00          13
169745.00  346890.00          13
246365.00  347212.00          13
267650.00  332300.00          13
228105.00  361347.00          13
219299.00  372849.00          13
197960.00  267785.00           5
222005.00  308277.00          13
226786.00  334204.00          13
158102.00  347643.00          13
198946.00  315839.00          13
121432.00  241527.00           5
289336.00  428782.00           1
202569.00  391660.00          13
265331.00  377856.00          13
232543.00  337960.00          13
220787.00  341925.00          13
254331.00  344749.00          13
207068.00  337958.00          13
232141.00  347122.00          13
283075.00  357110.00          13
232108.00  343102.00          13
197323.00  318977.00          13
229156.00  350225.00          13
182468.00  348573.00          13
272570.00  253563.00           5
325935.00  430270.00           1
157496.00  375183.00          13
190296.00  395802.00          13
397836.00  451809.00          11
465078.00  380683.00          11
419895.00  397286.00          11
513498.00  420937.00           4
413875.00  378194.00          11
444201.00  406302.00          11
555299.00  378527.00           4
447360.00  376884.00          11
409126.00  386981.00          11
434534.00  389408.00          11
512946.00  381757.00          15
501537.00  380646.00          11
453944.00  362044.00          11
443660.00  407675.00          11
437974.00  405509.00          11
388242.00  475514.00           1
358059.00  391443.00          11
441441.00  411355.00          11
363209.00  379360.00          11
436718.00  413914.00          11
431347.00  407701.00          11
446850.00  421310.00          11
460971.00  429408.00          11
454508.00  403061.00          11
447687.00  409404.00          11
440730.00  400777.00          11
452901.00  394088.00          11
418521.00  448005.00          11
537585.00  390939.00           4
619057.00  340483.00          15
447125.00  360599.00          11
372230.00  371262.00          11
328130.00  446897.00           1
503964.00  439408.00           4
399097.00  364848.00          11
429977.00  440501.00          11
420668.00  388181.00          11
437722.00  408851.00          11
362992.00  439857.00           1
433941.00  402961.00          11
436836.00  377938.00          11
442233.00  466274.00          11
399893.00  436877.00          11
434707.00  402512.00          11
435441.00  429737.00          11
428531.00  389063.00          11
416275.00  377374.00          11
368855.00  418447.00          11
443239.00  409674.00          11
446457.00  385648.00          11
527224.00  334681.00          15
468751.00  404521.00          11
435477.00  403923.00          11
493777.00  378624.00          11
408267.00  395976.00          11
418653.00  459821.00          11
456690.00  436979.00          11
513085.00  373467.00          15
443605.00  452201.00          11
433905.00  421673.00          11
451709.00  335221.00          11
463191.00  343383.00          11
442327.00  403544.00          11
449828.00  430854.00          11
483337.00  373974.00          11
496087.00  430012.00          11
416066.00  423502.00          11
429669.00  413829.00          11
507592.00  361379.00          15
473524.00  375325.00          11
387216.00  467206.00           1
461278.00  355267.00          11
411074.00  396258.00          11
401072.00  428948.00          11
439059.00  429163.00          11
409656.00  383439.00          11
445423.00  404289.00          11
479266.00  435870.00          11
398425.00  444795.00          11
503190.00  443256.00           4
447769.00  400101.00          11
406757.00  396497.00          11
417486.00  410808.00          11
416679.00  441802.00          11
424026.00  427143.00          11
427387.00  393414.00          11
487193.00  439609.00          11
498543.00  395123.00          11
454194.00  376470.00          11
503531.00  362006.00          15
444496.00  384483.00          11
471752.00  436776.00          11
455800.00  415339.00          11
440998.00  406810.00          11
455274.00  417327.00          11
453680.00  454340.00          11
479591.00  459513.00          11
414416.00  464729.00          11
473112.00  411502.00          11
440987.00  407233.00          11
367880.00  393080.00          11
439622.00  341205.00          11
473465.00  386966.00          11
451151.00  399928.00          11
314133.00  398666.00           1
454437.00  398575.00          11
378416.00  414520.00          11
438578.00  417942.00          11
426064.00  440155.00          11
396121.00  380196.00          11
439340.00  427027.00          11
465444.00  335111.00          11
508430.00  431170.00           4
452024.00  409597.00          11
428145.00  400869.00          11
441372.00  410131.00          11
370892.00  405683.00          11
440651.00  379935.00          11
467688.00  423568.00          11
444685.00  428707.00          11
537925.00  369892.00          15
452709.00  399097.00          11
422739.00  380163.00          11
519970.00  377994.00          15
463873.00  428879.00          11
483307.00  378980.00          11
421557.00  364612.00          11
479139.00  430705.00          11
408082.00  418484.00          11
463626.00  377882.00          11
420587.00  395736.00          11
510144.00  426821.00           4
369720.00  430916.00           1
436661.00  367892.00          11
496502.00  385256.00          11
453970.00  407749.00          11
405167.00  431114.00          11
449351.00  414170.00          11
386276.00  429289.00          11
447482.00  380472.00          11
487057.00  419491.00          11
417123.00  390478.00          11
352036.00  403986.00           1
422785.00  401319.00          11
440615.00  406477.00          11
420058.00  438582.00          11
478599.00  417818.00          11
434657.00  411923.00          11
448658.00  378110.00          11
440146.00  407214.00          11
443426.00  439634.00          11
458381.00  394080.00          11
434265.00  400575.00          11
443917.00  386101.00          11
432058.00  412202.00          11
422086.00  435481.00          11
434213.00  364386.00          11
536718.00  428351.00           4
410976.00  453347.00          11
495554.00  393437.00          11
479070.00  389997.00          11
443542.00  340897.00          11
515913.00  438358.00           4
391439.00  426653.00          11
338240.00  434095.00           1
549405.00  412323.00           4
439581.00  400198.00          11
455977.00  424810.00          11
386438.00  473476.00           1
398665.00  466950.00          11
426967.00  465788.00          11
437129.00  407856.00          11
427987.00  392320.00          11
500903.00  440838.00           4
420284.00  378528.00          11
461925.00  425769.00          11
491330.00  390152.00          11
503592.00  437423.00           4
484466.00  374359.00          11
411888.00  389992.00          11
434407.00  377935.00          11
417152.00  367296.00          11
439353.00  421510.00          11
491690.00  376480.00          11
463127.00  405604.00          11
523522.00  421036.00           4
460460.00  354449.00          11
462999.00  358338.00          11
462294.00  430854.00          11
425037.00  405183.00          11
446375.00  398790.00          11
449337.00  397143.00          11
449242.00  413180.00          11
548895.00  395309.00           4
401259.00  455980.00          11
415226.00  407322.00          11
414906.00  385119.00          11
407604.00  360204.00          11
420875.00  422299.00          11
412139.00  355067.00          11
474199.00  395798.00          11
431223.00  413097.00          11
363702.00  481328.00           1
338581.00  453145.00           1
364152.00  423549.00           1
403573.00  479850.00          11
444988.00  409119.00          11
465093.00  403472.00          11
384011.00  393561.00          11
433954.00  427934.00          11
447044.00  390008.00          11
373577.00  425752.00          11
413577.00  395617.00          11
434536.00  404043.00          11
491860.00  435365.00          11
329761.00  428877.00           1
379089.00  379399.00          11
555504.00  383065.00           4
460189.00  425427.00          11
417813.00  402395.00          11
429538.00  425624.00          11
497437.00  449623.00           4
442148.00  447891.00          11
426135.00  419217.00          11
469664.00  357273.00          11
460786.00  411841.00          11
406708.00  437695.00          11
