# x-coord    y-coord  labels
    9.85     20.70           3
    9.35     20.60           3
    9.25     19.65           3
    9.95     19.80           3
   10.70     20.35           3
   11.30     20.70           3
   12.35     21.60           3
   13.10     21.30           3
   12.85     20.75           3
   12.00     20.00           3
   11.00     19.85           3
   10.35     19.00           3
    9.90     18.65           3
   10.60     18.15           3
   11.40     18.30           3
   11.40     19.25           3
   12.35     18.80           3
   12.80     19.75           3
   12.15     18.10           3
   11.05     17.50           7
   11.95     17.25           7
   12.25     17.50           7
   13.05     17.40           7
   13.75     18.15           3
   13.50     18.65           3
   13.65     19.25           3
   14.00     19.90           3
   15.20     18.20           4
   15.50     17.15           4
   13.90     17.10           7
   13.75     16.60           7
   12.15     16.40           7
    7.80     13.70           7
    8.85     13.35           7
    9.00     12.70           7
    9.70     12.10           7
    8.05     12.90           7
    7.70     13.25           7
    6.80     13.20           7
    6.60     13.45           7
    6.20     12.55           7
    5.40     12.85           7
    5.70     12.25           7
    5.20     11.90           7
    5.15     11.35           7
    5.85     11.20           7
    6.10     11.75           7
    7.00     12.35           7
    7.05     12.45           7
    7.90     12.50           7
    8.55     12.10           7
    7.85     11.85           7
    7.10     11.95           7
    6.90     11.50           7
    6.85     10.90           7
    6.40     10.70           7
    5.90     10.30           7
    6.40     10.25           7
    7.05     10.05           7
    7.35     10.50           7
    7.65     11.10           7
    8.10     11.20           7
    8.80     11.40           7
    8.30     10.55           7
    9.00     10.90           7
    9.35     10.50           7
   10.15     11.00           7
   10.40     10.55           7
   10.90     10.00           7
   11.55     10.20           7
   11.75     10.85           7
   10.10      8.65           7
   11.05      9.10           7
   11.85      9.80           1
   12.85     10.65           1
   12.90     11.70           1
   13.60     11.10           1
   14.05     11.75           1
   14.50     11.80           1
   14.30     12.45           1
   17.00     12.90           1
   15.80     12.60           1
   15.85     12.00           1
   16.70     12.20           1
   16.25     11.70           1
   15.55     11.15           1
   14.80     11.35           1
   14.45     10.75           1
   13.75     10.45           1
   12.80     10.10           1
   13.15      9.80           1
   12.45      9.30           1
   11.80      8.95           1
   11.10      8.45           1
   10.35      7.70           7
   10.10      6.75           6
   11.30      7.95           1
   12.35      8.45           1
   13.10      8.95           1
   13.20      9.35           1
   14.10     10.05           1
   11.50      7.50           1
   11.35      6.90           1
   11.95      6.75           1
   12.40      7.10           1
   12.25      7.60           1
   12.95      7.60           1
   13.45      7.95           1
   13.35      8.25           1
   13.75      9.00           1
   14.30      9.30           1
   14.85      9.55           1
   15.10     10.25           1
   15.45     10.55           1
   16.35     10.85           1
   16.75     11.50           1
   16.25     10.20           1
   15.40     10.10           1
   15.45      9.70           1
   15.15      9.30           1
   15.25      8.65           1
   15.55      8.20           1
   14.25      8.70           1
   14.25      8.25           1
   15.05      7.80           1
   14.30      7.50           1
   13.55      7.45           1
   14.30      6.95           1
   13.95      6.70           1
   13.05      6.95           1
   13.05      6.20           1
   11.55      6.30           1
   10.80      5.85           6
   10.60      5.05           6
   11.35      5.55           1
   12.15      5.40           1
   12.40      5.80           1
   12.80      5.70           1
   13.65      5.90           1
   13.90      5.30           1
   13.10      5.10           1
   12.55      4.90           1
   11.50      4.75           6
   11.35      4.05           6
   12.40      4.35           1
   11.75      3.45           6
   12.65      3.70           1
   13.40      4.35           1
   13.90      4.95           1
   12.75      3.00           1
   13.55      3.15           1
   13.70      3.65           1
   14.10      4.10           1
   14.65      5.05           1
   14.35      5.75           1
   14.50      6.55           1
   15.15      7.10           1
   13.60      2.55           1
   14.45      2.40           1
   14.60      3.05           1
   15.00      3.40           1
   15.25      3.50           1
   14.70      4.10           1
   14.70      4.50           1
   15.25      2.70           1
   15.65      2.05           1
   15.95      2.80           1
   16.10      3.55           1
   15.90      4.00           1
   15.60      4.75           1
   15.55      5.05           1
   15.35      5.50           1
   15.15      5.95           1
   15.50      6.75           1
   15.70      6.35           1
   16.20      5.90           1
   16.35      5.35           1
   16.20      4.55           1
   16.55      4.20           1
   16.95      4.75           1
   17.05      5.10           1
   17.30      4.80           1
   17.30      4.15           1
   17.60      4.30           1
   17.05      3.70           1
   17.25      3.05           1
   16.65      2.80           1
   16.55      2.15           1
   17.20      2.05           1
   18.15      1.95           1
   18.05      2.45           1
   18.15      3.05           1
   18.60      3.45           1
   18.40      3.60           1
   18.85      3.20           1
   19.10      2.65           1
   19.45      2.65           1
   19.00      2.10           1
   19.90      2.05           1
   20.45      2.80           1
   19.80      3.25           1
   19.45      3.90           1
   18.65      4.20           1
   18.40      4.60           1
   18.65      4.75           1
   18.75      5.15           1
   19.10      4.55           1
   17.90      5.40           1
   17.65      5.70           1
   17.05      6.05           1
   17.40      6.50           1
   16.60      6.85           1
   15.70      7.15           1
   15.75      7.75           1
   16.60      7.95           1
   20.40      3.40           1
   20.70      3.45           1
   21.15      2.85           1
   21.75      2.65           1
   22.00      3.25           1
   22.20      3.50           1
   21.45      3.75           1
   21.10      4.05           1
   20.15      4.30           1
   20.80      4.70           1
   20.70      5.15           1
   19.75      5.05           1
   19.85      5.50           1
   20.40      5.65           1
   20.55      5.75           1
   18.70      5.75           1
   19.25      5.95           1
   18.40      6.00           1
   18.45      6.60           1
   17.65      7.05           1
   16.70      7.40           1
   18.65      7.30           1
   18.05      7.35           1
   17.85      7.75           1
   17.50      8.25           1
   17.15      8.60           1
   17.05      9.00           1
   16.40      8.70           1
   16.05      8.95           1
   16.05      9.60           1
   16.50      9.75           1
   17.25      9.60           1
   17.60      9.90           1
   17.80      9.30           1
   18.00      8.55           1
   18.80      8.10           1
   18.80      8.35           1
   19.40      7.60           1
   19.25      6.60           1
   20.05      6.95           1
   19.80      7.50           1
   20.05      6.35           1
   21.15      5.70           1
   21.65      4.85           1
   22.15      4.35           1
   23.05      3.35           1
   23.05      3.80           1
   23.15      4.40           1
   22.50      4.75           1
   22.15      5.20           1
   24.15      4.55           1
   23.50      5.05           1
   23.10      5.30           1
   23.00      5.75           1
   22.20      5.75           1
   21.85      6.20           1
   20.75      6.55           1
   21.00      7.15           1
   20.75      7.65           1
   20.00      8.20           1
   19.50      8.65           1
   18.85      9.05           1
   18.75      9.55           1
   18.60     10.00           1
   16.95     10.35           1
   17.35     10.85           1
   18.00     10.65           1
   18.50     10.55           1
   18.10     11.10           1
   17.55     11.30           1
   17.95     11.90           1
   18.30     12.00           1
   18.00     12.50           1
   19.00     11.65           1
   19.50     11.05           1
   19.45     10.55           1
   19.40      9.65           1
   20.10      9.40           1
   20.05      9.95           1
   20.05     10.20           1
   19.35     12.20           1
   19.20     12.25           1
   20.05     11.60           1
   20.60     11.15           1
   20.70     10.65           1
   21.30     11.65           1
   21.80     11.15           1
   21.85     10.70           1
   21.65     10.05           1
   20.95     10.20           1
   20.90      9.70           1
   21.65      9.45           1
   21.20      9.25           1
   20.75      8.75           1
   20.55      8.75           1
   21.10      8.00           1
   21.65      8.65           1
   21.75      8.20           1
   21.95      7.55           1
   22.00      6.75           1
   22.80      6.45           1
   22.65      6.65           1
   22.75      7.05           1
   23.00      7.35           1
   22.55      7.90           1
   22.20      8.70           1
   22.90      8.45           1
   22.35      9.20           1
   22.75      9.35           1
   22.40     10.05           1
   23.05     10.90           1
   23.30      9.85           1
   23.95      9.80           1
   23.65      9.10           1
   23.70      8.85           1
   24.25      8.25           1
   24.85      7.95           5
   23.50      7.85           1
   23.85      7.35           1
   23.95      6.90           1
   23.65      6.50           1
   23.60      5.70           1
   24.30      5.65           1
   24.80      6.40           1
   34.05      3.50           5
   33.05      3.85           5
   32.00      3.80           5
   31.90      4.40           5
   31.05      4.75           5
   30.40      5.65           5
   30.75      6.10           5
   30.00      6.70           5
   30.10      7.40           5
   29.50      8.15           5
   30.75      8.00           5
   30.85      7.35           5
   31.50      6.75           5
   31.75      5.95           5
   32.35      6.45           5
   32.80      6.00           5
   32.05      5.10           5
   32.80      4.80           5
   32.65      4.40           5
   33.65      4.60           5
   33.05      5.15           5
   33.60      5.45           5
   34.50      5.05           5
   34.90      4.65           5
   35.45      4.10           5
   34.60      4.05           5
   34.20      4.20           5
   36.30      5.20           5
   35.55      5.35           5
   35.95      6.05           5
   34.80      5.85           5
   33.70      6.15           5
   33.95      6.60           5
   33.70      7.05           5
   32.75      7.10           5
   32.30      7.65           5
   33.00      7.90           5
   31.95      8.15           5
   31.15      8.65           5
   30.35      8.85           5
   29.85      9.00           5
   30.70      9.15           5
   29.70      9.90           5
   30.45      9.95           5
   30.95      9.85           5
   31.80      9.45           5
   32.45      8.80           5
   33.55      8.60           5
   34.35      7.70           5
   34.70      8.00           5
   34.60      7.25           5
   35.00      6.80           5
   35.50      7.35           5
   36.10      7.50           5
   36.55      7.00           5
   36.00      8.20           5
   35.35      8.05           5
   36.55      8.65           5
   36.40      9.10           5
   35.50      9.10           5
   34.55      8.85           5
   35.25      9.40           5
   34.40      9.50           5
   33.50      9.30           5
   33.85      9.80           5
   32.50      9.65           5
   32.30     10.25           5
   33.30     10.30           5
   31.60     10.50           5
   30.60     10.50           5
   30.40     11.10           5
   30.90     11.45           5
   30.70     11.65           5
   30.40     12.05           5
   31.20     12.00           5
   31.95     11.35           5
   31.65     11.05           5
   32.95     11.15           5
   32.65     11.70           5
   32.25     12.25           5
   32.05     12.25           5
   31.30     12.70           5
   31.95     12.95           5
   32.75     13.10           5
   33.15     13.20           5
   33.10     12.75           5
   33.15     12.10           5
   34.30     11.75           5
   34.00     10.85           5
   34.65     11.00           5
   34.80     10.10           5
   35.65      9.85           5
   36.35     10.00           5
   35.55     10.75           5
   35.80     11.55           5
   35.20     11.75           5
   34.70     11.75           5
   34.95     12.75           5
   34.05     12.55           5
   34.05     13.05           5
   33.25     13.70           5
   33.20     14.15           5
   33.25     14.70           5
   33.00     15.15           2
   32.95     15.65           2
   32.60     16.15           2
   32.45     16.75           2
   32.65     17.05           2
   32.75     17.30           2
   31.75     17.20           2
   31.70     17.65           2
   31.00     17.50           2
   31.15     17.90           2
   30.45     18.05           2
   30.05     18.80           2
   30.55     18.80           2
   30.50     19.30           2
   30.25     19.40           2
   29.60     19.85           2
   29.15     20.55           2
   30.25     20.45           2
   30.70     20.05           2
   31.00     19.90           2
   31.55     19.65           2
   31.50     18.55           2
   32.05     18.60           2
   31.95     19.10           2
   32.60     18.35           2
   32.85     17.95           2
   33.45     17.45           2
   33.70     17.00           2
   34.25     17.35           2
   34.30     18.05           2
   33.85     18.40           2
   33.05     18.85           2
   33.25     18.95           2
   32.80     19.15           2
   32.30     19.85           2
   32.80     20.00           2
   31.75     20.25           2
   31.75     20.75           2
   32.10     21.15           2
   31.55     21.60           2
   30.65     21.30           2
   29.95     21.60           2
   29.50     21.60           2
   30.35     22.05           2
   31.05     22.00           2
   31.55     22.20           2
   30.95     22.65           2
   30.30     23.10           2
   29.60     23.15           2
   29.35     22.55           2
   29.20     23.85           2
   30.75     24.00           2
   30.95     24.15           2
   31.45     23.70           2
   31.95     23.15           2
   32.55     22.05           2
   32.60     22.55           2
   33.25     22.25           2
   33.65     21.90           2
   33.50     21.30           2
   33.10     20.75           2
   33.80     20.40           2
   33.85     20.00           2
   34.15     19.30           2
   34.85     18.85           2
   35.30     18.55           2
   35.40     19.35           2
   34.55     19.75           2
   35.05     20.00           2
   35.95     19.85           2
   36.35     20.60           2
   35.50     20.55           2
   34.45     20.65           2
   34.40     21.25           2
   35.00     21.05           2
   35.75     21.30           2
   35.05     21.50           2
   34.60     22.05           2
   34.20     21.75           2
   36.25     21.95           2
   35.70     22.30           2
   35.50     22.90           2
   35.85     23.25           2
   36.30     23.80           2
   35.45     24.10           2
   34.90     23.50           2
   34.20     22.90           2
   33.85     23.30           2
   33.25     23.35           2
   32.45     23.70           2
   33.60     23.90           2
   34.25     23.95           2
   34.25     24.10           2
   35.40     24.70           2
   35.15     25.30           2
   34.40     24.90           2
   33.70     24.85           2
   32.25     24.45           2
   32.50     24.70           2
   31.45     24.45           2
   31.55     25.20           2
   31.05     25.00           2
   30.25     24.30           2
   29.80     24.80           2
   29.60     25.50           2
   29.70     26.05           2
   30.50     25.50           2
   30.65     26.00           2
   31.25     26.05           2
   31.45     26.95           2
   30.75     26.90           2
   30.65     27.15           2
   31.25     27.85           2
   31.85     27.75           2
   32.70     28.20           2
   33.25     27.55           2
   32.40     27.10           2
   32.15     26.65           2
   32.35     25.95           2
   32.95     25.50           2
   33.85     26.05           2
   33.05     26.50           2
   33.65     27.00           2
   34.10     27.35           2
   34.20     27.95           2
   34.65     26.85           2
   35.25     26.00           2
   35.70     26.15           2
   34.40     25.60           2
   21.30     20.80           4
   20.15     20.90           4
   19.20     21.35           4
   19.10     21.85           4
   18.45     22.80           4
   18.75     22.95           4
   19.40     23.00           4
   19.55     22.25           4
   19.80     21.85           4
   20.50     21.85           4
   21.45     21.45           4
   21.70     21.90           4
   21.40     22.30           4
   21.00     22.60           4
   21.15     22.95           4
   20.50     22.85           4
   19.75     23.65           4
   19.20     23.70           4
   18.45     24.35           4
   20.65     23.85           4
   20.65     24.30           4
   19.70     24.60           4
   20.15     25.05           4
   22.15     25.10           4
   21.60     24.65           4
   21.70     23.80           4
   21.90     23.65           4
   22.55     23.50           4
   22.55     24.30           4
   23.30     24.45           4
   24.25     24.35           4
   23.80     25.25           4
   23.40     23.80           4
   22.90     23.20           4
   22.30     22.80           4
   22.20     22.40           4
   23.10     21.70           4
   22.85     21.90           4
   22.65     21.10           4
   23.15     22.60           4
   24.10     21.90           4
   24.70     22.20           4
   24.30     22.60           4
   24.15     23.30           4
   23.90     23.45           4
    5.20      2.15           6
    6.35      1.95           6
    6.75      2.30           6
    5.90      2.40           6
    5.40      2.70           6
    4.85      2.90           6
    4.85      3.35           6
    5.15      3.45           6
    5.70      3.45           6
    6.20      3.00           6
    6.20      3.20           6
    7.65      2.15           6
    7.20      2.75           6
    6.75      3.20           6
    6.75      3.55           6
    6.65      3.80           6
    5.80      4.00           6
    4.95      4.05           6
    5.10      4.35           6
    5.70      4.45           6
    5.45      4.85           6
    6.70      4.80           6
    6.55      5.05           6
    7.20      4.90           6
    6.20      4.25           6
    7.10      4.30           6
    7.85      4.50           6
    7.60      4.15           6
    7.25      3.55           6
    7.80      3.35           6
    8.05      2.75           6
    8.50      3.25           6
    8.10      3.55           6
    8.15      4.00           6
